RP1-241P17.4,CLNS1A,MID2,CYTL1,ROCK1P1,CASP14,COX7B,QRFPR,SEPT7P2,KRTAP20-3,HIST1H4L,TINF2,SOHLH2,LAMTOR1,ADAM5,RBPJ,MIER3,IGHV3-20,RNGTT,ARL13A,C3orf79,PDZK1,IMPDH1,RP11-766N7.3,SLC6A8,IGKV3-15,UPF3A,TBL2,MIR379,FGD4,RP11-319E12.1,MIR7-3HG,PRG2,LINC00648,SYT13,FAIM,EIF2B4,SLC25A24,C2orf76,RPRD1B,FAM169B,UBD,ZNF880,PDLIM1,SLC36A3,ACRC,SIRT5,RARB,CDCA7L,PNLIPRP1,CCDC149,FSHB,LSM8,IGLV5-37,PLA2G7,ZBTB32,RP11-142C4.6,IL1R1,STX8,CDK6,ANXA2R,ALMS1P,SNX33,GALC,PDHA1,ETV3,HSPA4L,NDUFA5,TIMM22,STK39,UTP6,LINC01097,ZRANB2,RP11-106M7.1,BSDC1,TREM2,BEX5,SGTA,MIR506,SCN1B,RIBC1,VPS33B,ZNF681,BPIFA3,RENBP,HSP90AB3P,TRBV25-1,UTP11L,MTRNR2L1,ATP1B4,LRRIQ4,PAPD4,POU4F1,CMSS1,STAT1,FXN,CCDC28B,PAK1IP1,FOXD4L3,OLFML1,FAM180A,WARS,TMED5,AC016831.7,RRH,HNRNPKP3,CXCR3,RP11-71N10.1,SQRDL,RP11-347H15.4,RP11-333E13.4,MAGI2-AS3,TMEM53,SPINK2,WNT3,TECR,UCHL5,PDCD7,IGFLR1,IL12RB1,ZNF490,ZNF821,FAM117A,XRCC6BP1,FKBP15,NPM1P42,MSH3,TMED8,TMEM43,CLDN12,HIP1R,ATG16L1,SEC14L5,TNIP3,WWP2,SPANXB1,IFT88,ABHD16B,ELK3,KLHL42,ZNF629,PANK3,DDX39A,TSSC1,GPC2,HS3ST3B1,STRBP,PID1,PHIP,SUMF2,PAFAH1B1,CADM1,TTPAL,RELL1,UBALD1,ULK1,CXCL16,SLC15A4,SIM2,C18orf21,YPEL2,CCL3,GLTSCR1,SMCO1,IL20RB,IGLV3-21,FNTA,PIK3CA,ZNF665,IL1A,SLC7A10,TOR1A,SHKBP1,SFTPD,MIEN1,EFHC1,SNAI3,SCMH1,CRADD,CPT2,OXLD1,KREMEN1,TMED9,HDAC1,RNF13,FAM208A,CCDC36,TSTD2,PROCA1,ERCC1,CTSD,HIST1H3PS1,AP5M1,SLC39A7,LSM10,CROT,DNAJC2,ZCCHC3,MTRF1,STARD7,TMEM11,F2RL1,LMNB1,UBP1,HOXC5,AARD,MCOLN1,UBA52,VGLL4,KANSL1L,TRAF3IP2,GPR176,MTDH,UCP1,COA6,C12orf43,ATP5G2,HSD11B2,NKD1,UIMC1,NAT8,NNMT,ZNHIT6,TMEM223,MPP7,STAM2,KBTBD13,CKS1B,CLEC18B,METTL24,BTG3,SSBP3,OXCT2,KERA,TIRAP,PFKL,WDR45,C4A,STX10,CD68,C2orf44,CIR1,FBXL19,TMEM200C,G6PC3,GALNT12,C19orf48,CCND1,C2orf48,RPS20,NACC1,SUV420H2,MMACHC,DYNLRB2,CTD-2593A12.4,CCT5,PRMT9,MED25,SERINC4,SCLY,PEX7,VPS4A,C1R,PPCS,ZNF555,GNL3,PSEN2,NDFIP1,AMPD3,FKBP5,NANOS2,NEK4,HNRNPH3,PITPNC1,LRRC17,PSMB3,TAS2R38,TGFBI,DFFB,BMP8B,ZNF587,REC8,PHF1,GGT2,KRT2,VEGFB,DNAJB7,HIST1H2AL,FEM1C,FAM173B,BTBD2,CNFN,CA8,PLEKHB2,SLC25A12,OLA1,LRRC48,TAF10,RAC2,UBE3B,ZDHHC18,GSS,TXNDC15,FAM83E,RAN,TTLL3,NSUN5,PPAT,TRNAU1AP,LGR6,DDIT3,PLCB3,SF3A3,C1QTNF8,EXOSC5,YDJC,PPP2CA,RBM15B,AP3M1,SLC9B1,FUT2,C3AR1,TCEAL8,ETV7,CDH1,SLC22A5,UXS1,ERBB2,HNF1A,CTU2,MTA1,HIST1H2BB,IL1R2,CNOT6L,ZNF703,RAB36,GUF1,OPA1,HIST3H2BB,EXOC8,VEGFA,WDR25,ZNF189,CARS2,TPT1,MOSPD1,ALDH7A1,GPR173,SP6,ZFPM1,PSPHP1,MYLIP,SLC44A4,RP1-130H16.18,SLFN12,HMX3,ITPKA,NAP1L5,CDHR5,FAM198B,VAV2,ISYNA1,GTPBP3,NUFIP1,DCLK2,KIAA1467,AMD1,SCN2B,WASF2,MESDC1,SIKE1,DPP7,OCIAD1,GPD1L,GIPC1,AUP1,IRS2,ZDHHC1,DDX46,PHF5A,SMCO3,CSGALNACT1,NR3C2,TDRKH,WFIKKN1,HSPA8,RRP8,RHOBTB2,CEACAM8,NIPA2,ARHGEF19,ATP2C2,GLB1,TP53I3,HEY1,RUFY1,DAGLA,MRPS2,HABP4,SNUPN,SCX,GPX7,CLSTN3,ABTB2,KRTAP5-8,PKP3,C7orf43,EMC9,RP11-566K19.6,WDR48,NDUFV3,GFRA3,NDUFC2,CIDEA,BORA,RAB6C-AS1,ULBP3,HIST1H2AB,EFCC1,GIPR,ST3GAL4,KLHDC3,DOK5,MTA3,MRPS12,RCOR1,FAM101B,NHP2L1,PRKCA,DNAJA2,DUOXA2,PURG,THEG,TNFSF15,STK35,MTERF2,RNF113A,TAS1R1,ABCF2,HSP90AA1,XAF1,PSMA4,MPI,ANXA11,CYP46A1,GLYR1,PPP1R15B,CLP1,TAF9,IGLL3P,APOBEC2,MICALL2,KIAA1456,KRCC1,GPSM1,SDCCAG3,IAPP,ICA1,PDCD2L,SAA2,PEX5,CORO6,ACTR8,RRAGC,ZBTB46,CCDC96,P2RY13,CBR3,CDR2,STMN3,SLC41A3,RECQL4,GOT2,GGNBP2,IGKV1D-27,FAM222A,AMT,SCRT2,DNAJB6,ATP4B,YTHDF3,PRDM13,OR7G3,PRKACB,CPE,ERICH1,SLC20A1,MYL5,HNRNPH1,ZMYND12,NOP56,ERCC8,ODF1,TLX3,LRRC37BP1,CPOX,SPAG11B,SNORA15,SUSD6,ATG101,MIR409,DNM1P46,CBLN1,EIF4EBP2,CLDN14,BUB1,ARL6IP6,CCDC138,PLAU,POLR2J4,TAS2R7,MAN1A1,ASB14,TRIM71,KCMF1,SHF,FRG1,TRIM23,MAPK14,TRUB2,HNRNPLL,FTH1,KIAA0020,SARM1,ZFP2,POLR3F,ATP6V0E2,EFNA5,FAM111B,FBXO4,RFNG,GALE,NONO,NBPF10,MTO1,ERBB2IP,LETM1,TBC1D16,ARHGEF35,PITX3,CRELD2,LINS,DHX32,NME6,MRGPRD,ACKR2,FAIM3,WRAP53,TCTEX1D2,LSMEM1,NOXRED1,NNAT,CPEB2,MUC21,PAGE1,CCDC61,PLEKHN1,CCNB1IP1,ST6GALNAC2,NFAT5,KCNK15,SFR1,SNTN,BPIFC,SHOC2,ZNF619,UBE2NL,MRPS6,RAB11B,FBXO43,CNPY4,PRSS8,TMEM242,TMEM258,CELF6,TPRG1,TBC1D3F,ZNF662,PCGF3,ASIC3,OR1J4,GORASP2,DNAJB1,GNAI1,C7orf55-LUC7L2,NFE2L2,FAM102B,HIST2H3D,HSD17B6,SSH3,FBXL16,ZG16B,DUS2,HSPBP1,GSDMC,LCE1D,TPI1,PIK3R4,ZFP14,ZNF264,OR52I1,NDNL2,TMEM8C,GNB2L1,ANKRD34B,DUSP16,PRLH,INSL5,RAB33B,ZNF181,TNNT2,AGFG1,ZNF321P,PCYOX1,CDC42EP2,MAGOHB,CTDSP2,CD47,C12orf4,TMEM52,ABHD14A,PIWIL4,IQSEC1,C16orf13,ANKS1A,DNTTIP2,SLCO2A1,CALR3,LAMB2,KCNG4,DDB2,KRTAP23-1,GZMH,CCDC126,C8orf86,ZNF670,GJA5,FBLL1,CLEC12B,ZBTB11,NIP7,SPA17,PEBP4,CYB5R4,ZNF157,PSG4,CARD17,PPIL1,CIDEC,PCP4,C14orf28,DDX47,GCM2,AREG,KCNH4,GSTM2P1,MAZ,FBXL2,ZBTB21,COX18,PAIP1,USP53,SGMS2,IFNK,NANP,ASF1A,NTS,RCAN1,IGLV3-19,SLC25A18,ITFG2,PLAGL2,LMNA,RPRD1A,PACRGL,ZBTB24,LEFTY1,C4orf32,ZNF467,TRAV8-7,C9orf72,KIAA1644,DNAJC8,EEF1D,PRSS21,LTV1,CAPZB,MAEA,LYRM2,BOD1L2,KTI12,TMOD2,TRAV18,LRRC57,PM20D2,AC090958.5,KLF17,PVRL2,CLEC3A,INSL4,UBE2D1,SDC2,ZNF345,RPL22L1,APOBEC1,TEX35,UCKL1,KLHL18,PTTG2,EGLN2,CCL17,RAP2A,ZNF558,TBL1XR1,CELA1,GMDS,ID2,AGAP5,SPRY2,EFNB3,PFDN6,SARS2,AIRE,PPY,MIR873,EPC2,INS,RBM11,ZNF606,TRIM26,ADTRP,CRYBA1,NEK3,CASP8,TUBB2A,ARAF,DEFB123,BSPRY,ARL5A,FANCL,RDM1,C9orf171,AC011453.4,FZR1,XPNPEP1,GPATCH4,C14orf180,ZNF416,ZC3H18,MELK,TMCO1,LTC4S,ZNF699,CWC25,CDA,OPN1SW,PRG3,EXOC4,ANKRD49,WDR47,UQCRFS1,RP11-266K4.9,AK8,ZNRD1-AS1,C1orf109,TNFAIP8L2,DGKE,SOST,LCE3B,LMF1,RSPH10B,EMCN,VPS35,HIST1H4H,PRAP1,TAAR1,LNX2,GTPBP4,TOP1,MIR125B1,AC092071.1,UNC45B,SEC22A,PYDC2,WDR72,CDCA3,SIDT2,MESDC2,MVB12B,CCDC127,TMEM45A,GINS1,TERF2IP,SEMA4G,SPANXD,CSRNP1,ACSF2,ASZ1,CC2D1B,NUDCD1,MAK16,UBA5,HID1,SUGT1,CD74,TSSK6,BRMS1L,USP45,WWOX,SRPR,AQP7,MIR541,MED21,PARP11,CXXC5,IKBKB,INSL6,CUL4A,EIF2B5,CFP,MSS51,SMPD2,SERTAD1,DPF1,FXYD3,FAM220CP,SPRY1,CYP2J2,RHEB,CENPM,FBXO31,NRF1,ZSWIM5,LSR,ACAA1,EPB41L5,BRF1,PRNT,CAPZA2,HESX1,HECA,LINC01565,DCLRE1A,KCTD15,SMAD5,FOXJ3,SEC31A,BTNL3,CHAC1,MIR1302-4,PCBD2,RYK,OXCT1,PTPN7,RCE1,OPA3,CCS,AL589931.1,SERPINF2,GNG11,MIR1261,IL11RA,RNLS,PDXDC2P,TSR2,CDC26,SCAMP2,HDAC8,ST20,CREBRF,CPA6,RP11-449H3.3,TAF1B,KCNIP2,RFTN1,DUSP2,SLC25A34,KCNJ14,CREB3L4,B4GAT1,CSNK2B-LY6G5B--991,MTMR6,CEACAM16,ASPN,STAG3L4,C1orf162,MC1R,RAB5A,AXL,GUCA2A,SLC35G1,SPINT1,RP11-1277A3.2,CDK19,WDR26,TMX1,MBNL1,RPS3A,KLHDC7B,KPNA3,PTPN3,STK16,TNFAIP8L1,ARHGEF7,TRPC1,PLIN5,GLUD1P7,NAA10,TRAM1,TFPT,HIST1H4F,LRRC19,OMG,PROSC,IQCJ,COX4I2,CHST5,BEST4,FAM19A5,ZCCHC17,RPL19,LYRM9,PPP2R5D,RABL6,ZNF35,CEP83,NEXN,EFR3A,UBE2R2,TUBB6,HOMER2,RP11-726G1.1,MAT2B,SUSD3,RAB33A,BYSL,EFNA4,DSCR10,PGM5P2,SNORA22,ALS2CL,TROVE2,USP20,DHRS13,CKAP4,POLE2,KATNBL1,RAD52,GPR146,KDM1A,DCAF17,PRDM2,MIR17HG,PHKG2,SPOPL,LOXL4,ANKRD20A11P,PSMD10,UGCG,DAZAP2,ZNF45,RUFY2,NECAP2,RBM42,KCTD9,ZNF433,GPR20,SYCP3,ZFY,C20orf195,SERPINI2,SCAMP1,KCNK1,NEIL1,CPNE3,FAM216A,NRN1,FOXM1,FRK,COA4,KRTAP19-4,SRSF10,TMEM100,PTRF,SRPK1,PFN4,CD70,FBXO48,ZKSCAN8,YIPF1,POLR2K,MAGEB1,GGPS1,C1QL2,SLC16A4,TRIM5,BCS1L,RND3,RBM18,MYL6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
