TRAV8-4,HEATR6,EEPD1,ZNF706,LMO7,LRRC23,DSC3,NOP16,APBB1,DMRT3,TAGAP,ZNF41,FHAD1,RETNLB,FAM205A,TMEM136,SCN3A,AREL1,EDIL3,MRTO4,C10orf71,DHX34,ATP8B4,SHANK1,TEX37,KCNC1,LARP6,FXYD5,ESRRB,CD5L,FAM90A1,HEPH,CCL23,RP11-551L14.1,WDR88,KCNH8,TFEC,BGLAP,ZNF107,LRRC6,PIWIL1,FOLH1,RFT1,OR10V1,BCOR,UGT3A2,GPR6,ELMO2,MAGEA3,SMAP2,AKAP4,SLC19A3,PTPRK,KLHL4,GATA4,PYGO2,ABLIM1,GH2,DNAJC13,B4GALNT2,DNTT,SPC25,BIN2,SLC3A2,CCNY,OR1I1,LRRC4B,ZNF407,TAL1,TMEM177,U2SURP,DSC2,RC3H2,TMPPE,DPPA5,GALNT3,COL4A6,KRTAP1-5,TCTEX1D1,FAM65B,HYAL2,DHRS7B,ENPEP,ZFAND4,IGHV2-26,OR1S1,TREML2,RP11-545J16.1,REN,EPS8L3,APOBR,SIGLEC8,SPDYC,SMUG1,PRUNE,NABP1,ACER2,PRKAA1,RHBDF2,LHFPL4,KIF13B,RBM4,L3MBTL4,ESCO1,OR5D16,C1QTNF7,RP4-595K12.2,FOXS1,MCOLN2,HSF2BP,TM6SF2,C2orf61,SLC25A28,SSX9,ST8SIA2,C1orf158,MAB21L1,ROBO4,PCDHGA2,C17orf47,GABRQ,TRAV23DV6,KIAA0895,HVCN1,AHRR,ZBED2,ARHGEF15,SPHK1,SLC27A6,WDR35,STARD6,TRIM31,FAM208B,NCAN,SPTBN4,ROBO1,MSX1,MXRA5,PRSS23,THRAP3,OR4C3,BMP10,PCDHAC2,WFDC12,NALCN,CMTM1,CENPE,ERC2,TMEM138,FAM205BP,PCDHA5,EXOC6,ZEB1,TRIM33,LRCH2,ERO1LB,C8A,NKX2-3,C12orf42,ITGB2,SNAPC1,LARP1,VAMP4,CCDC168,ADAMTS5,BASP1,SNX19,SPATA31A3,CDK11A,RSPO1,IL18RAP,CCDC54,PAQR3,WDR62,ESYT1,CSTF1,GJC1,ABCB6,HMGB1P5,SNF8,APBA1,TRAV12-1,RTN4RL1,CFHR1,PRSS1,CSPG4,UBAC1,TWF1,TIMD4,NUP43,PPFIA4,LINC01239,LRRTM3,SLITRK1,APOBEC3G,LINGO4,MAGEB4,TRIM37,AVP,TMEM133,SHB,SYTL2,CNIH4,UBC,DDX25,RGL2,ASAP2,SLC40A1,OVCH1,P4HA2,MYCBPAP,CD48,GRID2,ACKR1,DDX60L,LINC00202-1,KIF24,CCDC17,TGIF2LX,ASB17,ANGPTL5,MS4A1,SLC26A3,SYCP1,PDYN,TENM2,CNOT4,CYP8B1,ZNF683,NXPH2,PDE3B,LRRTM4,SPTBN1,BLCAP,INHBA,KCNMA1,ATP6V0A1,ADPRHL2,CPAMD8,SUN3,SYNRG,SYT6,C12orf40,HTATSF1,ADAMTS2,CKAP2L,SPECC1,TPBG,ZNF101,CAPRIN2,CENPF,CACNA1S,HSD17B12,SLC2A5,ZEB2,TLR8,SLC39A12,SPNS1,ADCY7,DEFB122,EFCAB8,ZNF512,SYNPO,ITIH5,CST9,KBTBD8,SLC25A5,SLC16A10,ICAM2,ADAMTSL3,KRT77,SNX31,MYOD1,C7orf66,ZAP70,NEU3,RP11-383M4.6,PRDM7,HAS1,FOLR2,PRKAR2B,TNFRSF8,BMP5,AQP6,ZNF346,RADIL,DNHD1,PAX4,OR2F2,TRPV5,PSG2,ST13P4,ZNF676,KLK5,PARN,PTPRH,BICD1,PITRM1,LCE2A,CUL9,ZXDC,PDGFD,IFT46,CST11,PARS2,CFAP74,ATG5,PPIAL4D,IGHG1,ZNF628,AURKB,PDGFRB,HR,ADGRL3,AL161651.1,MEP1A,ZNF98,CD200R1L,LPPR4,IL19,NUP133,NUP205,CYP11B1,SLC4A3,ELF2,SLC22A2,ACTA1,GPR18,SLC44A5,ATG13,OR2T34,GBE1,DIO3,FLRT2,DHRS7,CASZ1,FUT6,OR8G5,IGHV3-21,OR1E2,ZNF280B,HNRNPA1,SRRT,MFAP3,COL2A1,ATP2B4,HSPA6,OR11G2,KCTD3,SDSL,MLK4,MAEL,CLEC6A,EXOC3L4,CSNK2A3,ABCF1,MYB,PTEN,OR2T27,NUFIP2,WI2-3308P17.2,KALRN,KRT32,MED12,HRNR,HSD11B1,STC2,CTH,FAM91A1,TBL3,PREX2,SLC6A6,DNAJB8,LYPD2,SLC38A5,DISC1,ALDH1A2,APPBP2,PUS7,CPN1,NLRC3,LOXHD1,KCTD8,CTSE,PRR21,PGBD5,LDLRAD2,GLYATL2,CXorf40B,GRAMD3,TTLL6,KCNAB1,CCDC66,LRP4,DMXL2,VWA9,ARAP1,KRTAP10-7,FOXB1,POTEA,ARMCX5,KRTAP9-2,TMEM135,RNF175,TAF4B,MYOG,ZNF254,SESTD1,C15orf52,FRYL,RB1,SMCHD1,SPANXN2,15-Sep,IGKV1-13,LAMP1,BNC1,OR14K1,TRAK1,MCM3,ETV5,IGSF10,PSG3,XRN1,N4BP2L2,LRFN1,BUB1B,MORF4L2,OR5F1,COL12A1,GABBR2,CLDN9,ERVFRD-1,ZNF556,EVC,OR4C4P,NUTM2F,ITGA2,CASK,OSTM1,SLC43A3,VAC14,RPL11,OR10G2,EML1,OOSP2,SP1,AGL,OR7G2,ETV3L,TAS2R16,AC005251.3,OGFRL1,LMTK2,CATIP,OR5J2,CCL20,PFDN5,OSR2,MEGF8,NAA16,RSPH3,CNNM1,RAB11FIP2,GPR85,SYNJ2,PRRC2C,CAPN9,RIN2,MOXD1,HNRNPR,ZGPAT,EIF3E,TRIM9,OR10G9,ECEL1,PIKFYVE,ZIC4,DENND4A,DLC1,PSORS1C2,TUBA4B,UGT2B17,MMP19,REG4,ZP4,C1QTNF9B,ANKRD7,POU3F2,MS4A2,PTGIR,GOLGA6L17P,FZD4,RNASE10,GSG2,FAM3B,CTAGE9,INTS4,KRTAP6-2,SBNO1,NPEPPS,TUBA1C,ABL1,LSM14A,SCUBE3,RPL4,HERC1,PIK3CG,SSH2,TNFRSF4,POTEM,BTBD16,ZNF582,TMEM231,GRIA1,BTAF1,DHX37,ABCC11,BCAR1,ARHGEF12,DMRT2,RAB11A,CLCA4,LTA4H,TASP1,CCT6B,HIST1H3B,DSG4,FRMPD4,CHRNB4,MS4A12,CCDC87,FAM71D,EML3,TRPM1,NAV3,IGHV1-45,FAXC,SPATA22,SETX,FOXD4,FOXA1,BMPR1B,MARS,HMGCL,EEFSEC,KRT39,11-Sep,OSGEPL1,RP6-74O6.2,POTEG,KIAA1614,MAGEB6P1,TTC31,PCSK4,MREG,KNOP1,TEX33,PDHX,KMT2D,HCG17,ACTC1,TCF21,SUPT5H,RLF,SLC38A11,ARIH2,RIF1,SLC1A7,OR5B21,LEP,TMEM117,LAMB1,SMPD1,MYH3,SIGLEC15,KYNU,PDCD4,LILRB2,TDRP,MEGF10,SERPINB13,SENP3,MAGI1,UHRF2,FLJ42102,BSND,FBXO8,MORF4,KRT72,NLGN4Y,UQCRB,RSRC2,PKLR,MOB3B,HLA-C,CHST11,GNG2,SERPINB4,LECT2,MS4A7,IGHMBP2,TRIM58,WTAP,DEPTOR,CORT,HOXB13,ZFP57,PCDHB15,SPAG6,OR5W2,KRT6A,PLEC,ARFGEF1,SMOX,KIF15,MRRF,CD1A,OR52A4P,TBCCD1,MAF,TNN,PCDHGA12,ANKS4B,SPTBN2,EDRF1,ERICH4,HSD17B2,CBLB,OR2M4,HEATR3,C14orf166,C15orf26,UBR4,ELOVL4,PLIN1,DNAH6,ACSM5,HHLA2,ERCC5,CDH22,NINJ2,PTPRS,HNRNPM,HEATR1,COL17A1,PCDHB5,LCE5A,ROR1,SP4,AGPAT9,MUC12,PFKM,LAMC3,TLK2,SLC6A10P,FERD3L,MAPK13,AHCTF1,WNT9B,COL7A1,SERPIND1,S100A8,DPYS,UBFD1,SUPV3L1,PEAK1,TAF3,CEP250,RYBP,FPR3,TBX21,LINC01291,EXO5,PAGE5,NTM,DNM1,QSER1,MYO7B,TMPRSS12,WDR49,RWDD1,RP11-395E19.2,PCDH8,OCA2,LEPR,OR11H6,IPO7,TACC1,TMEM229B,HTR1E,PACS1,KRT6B,HEXIM2,DLG4,TMPRSS9,HSFX1,FBXO24,TACR2,SLC4A10,HOXA2,SERPINH1,OR51V1,BTRC,GPR3,CFAP97,CFAP58,AHR,TFF2,TAS1R2,KLHDC1,NR1I3,SPATA31C1,RNU6-713P,TP53,ITGAV,LRRC37B,COQ5,PDE6A,LYNX1,NRXN3,L3HYPDH,E2F8,NUAK1,UCK2,PDCD1LG2,NXF1,TRPV1,GPRIN1,PON3,HPR,TXNDC11,LRBA,SLC25A21,CDX1,KIF4A,PLCG2,PCDHA11,TG,ELAC1,UNC13A,DCLRE1CP1,RNF144B,GRIK2,GABBR1,ASTN2,FTSJ3,ZNF117,ISLR,ZNF652,MEX3C,ZNF876P,MED13,SLC35F6,UGT1A3,ZNF91,GCNT4,PSG7,POM121L12,RP11-3P17.4,AGO1,pk,ZNF214,SIL1,GCAT,MDFI,APLP2,EPHA4,CDH3,TPTE2P3,GPR27,CMKLR1,FPGT-TNNI3K,CLDN8,TNFSF4,COBL,SLC22A10,KIF3B,C6orf165,TMEM55B,AOX1,MRPL47,UXT,TUBB8,IGFBP1,DOCK11,HDAC5,DDX21,CDH5,C17orf74,FAM78B,GLI3,ANKRD36C,BARHL2,CPA5,RAB4A,OR7E5P,SH3GL3,RAB6C,SLC44A2,NUSAP1,GPRASP2,CCDC88C,ZNF473,CYP2U1,FKBPL,CATSPER3,SIRT1,PCDH19,DACH2,RASSF2,KRT222,LIMS2,SLC18A3,ETNPPL,ACOX2,INHA,OPHN1,MAP3K7,PLXDC2,SNORD115-17,RPL8,PPP1R15A,PDZD2,FOSL1,SRGAP3,LRRC16A,DPP6,RGPD2,DPYSL3,RNF182,PRL,CXCL3,RAB17,SLC25A53,IL37,IGKV2-30,COL21A1,MYO1B,ASMT,FGF19,KCNJ8,SIRPA,IFNG,FBXW12,ABCF3,AZGP1,CES1,ERC1,UTS2,CCDC88A,ATP11B,SPOCK3,SSFA2,LGI2,SIGLEC5,MLLT10,PKN2,CST9L,OR9K2,SCAF8,PTPN14,TRIM50,ACAP2,SEC14L4,WDR87,MYCBP2,TAAR8,NKAPL,IVD,RPS6KB2,PML,ANKRD32,GPR162,FBXL18,RP11-434D2.7,LMOD1,TM9SF2,WWC3,NCAM1,LCE1B,DPEP3,EPB41L3,KCNT1,TIMP1,BMPER,KIF23,OPRD1,NDST4,GOLGA6A,TRBV24-1,KLRG1,TTI1,SNTG1,ROBO3,VRTN,KIAA1147,PBXIP1,ZMAT4,ZFP30,TCF19,OR6C75,TMPRSS11B,RPGRIP1L,PDP2,ZNF169,LAMA5,C5orf64,L2HGDH,RNF217-AS1,REC114,SPARCL1,KLK15,TRUB1,PRLHR,RNA5SP283,RNF8,PTPRN,GAL3ST4,EPO,HRH2,EGFL6,FRMPD1,KHDC1,UNC5CL,CREB3L2,BDP1,PRPF4B,AC011453.3,CCDC172,TMEM18,IGKV6D-21,KLK4,HTR3E,FAM83B,RAD23B,ZBTB26,IGKC,LRRC4,IL36B,CAPZA3,FRMD4B,PCDHGB6,PDCD11,AGAP1,OR4E2,DSG1,GDF15,CPNE9,DEF8,FAM214B,TMPRSS6,KCNJ2,TBC1D8B,OR4D2,PSG8,TRGV3,ZNF365,IL16,CCDC64,TKTL2,ACY3,SHBG,TM2D2,OR52N2,DIEXF,EHMT1,SUMF1,LCN1,ATP8A1,VHLL,GHRHR,RAB40AL,CP,ZNF331,RIT2,HAPLN4,OR10A5,GBP5,GRK7,NELL2,FAM21FP,KCNH6,NIPAL4,SH3GLB1,RAD51,MON1B,CNOT10,TNFRSF9,PPP1R12B,TNS1,SEPSECS,KLHDC10,ATP2B3,HRG,CAPN2,ADAMTS18,ADCY4,CAPNS2,NMNAT2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
