PAGE3,ZNF19,DEFB125,ATP6V1D,STAU2,CXCL2,AGAP6,CCNYL2,TMEM161B,STEAP1B,MT1A,KRTAP9-9,PRPF19,MS4A5,FBXL21,PNMA5,TAS2R30,MIR133B,CTPS2,SNX16,CNOT8,ISL2,RPS2,TMEM180,RCOR2,CELF1,EFCAB1,SH2D1A,CDK5R2,NANOS3,DHRS3,SPINK6,CHI3L2,RABL3,LACRT,ZKSCAN3,OR52W1,TTPA,MIR890,PTBP1,PRPF4,MMD2,CALU,HDGFRP3,LHX5,WHAMM,SLC1A5,ZNF585A,INTS6,AGAP9,KLHDC8B,PPA2,PRKACG,IFNL2,NMNAT3,GFI1,WDR93,MDH1,ABHD5,RRS1,RP11-598D12.4,UQCRC2,MPHOSPH8,FBXL14,PCED1A,RAB12,SFTPA2,PTP4A1,C10orf91,NCCRP1,CSNK2A2,FAM86B1,FBXL5,CLU,PPP1R3F,C2orf49,RDH14,SLC25A38,GTSF1L,SHC3,SERTAD2,MRPS18B,AMZ1,SAMD1,TIGD5,MYL6B,MYNN,LINC00680,OTOP3,SLC30A6,ETS1,TUSC1,HSP90B3P,NMB,MYEOV2,PPIB,TLR7,BCAS2,PTMS,KIAA0101,USP18,MTFR2,VAMP8,SLC25A36,TAS2R14,YPEL4,CCNDBP1,B9D2,C17orf78,ZBED8,ZFYVE16,MIR206,UEVLD,PHLDA3,RNF139,SCPEP1,PRAMEF5,MIR6511A2,NPIPA8,ZNF529,CFDP1,ICAM4,ZNF564,SNX22,IL36RN,MXD1,DGUOK,ACO2,LRRN4CL,MFSD3,S100A9,EFNB1,TTLL1,FBXO46,MGST2,IL17D,C1orf226,BIVM-ERCC5,AURKAIP1,ARMC1,TKT,CH17-13I23.1,FOXK2,CPM,CLDND1,GXYLT1,ALG1L,PKIA,FAM109A,ALG14,TRAV2,APOBEC3A,MIR920,TMEM141,ATL1,SFMBT1,PRDX1,PTTG1,PCMT1,RAF1,TMEM167A,GPD2,APOBEC3C,AC097374.2,TMA16,NSMCE2,FAM3C,C3orf38,MFAP4,C14orf119,DPM1,MEGF9,LYZL4,TRAV29DV5,PPP2CB,TRIP6,NUDT5,C2orf27A,ERVW-1,CIB2,HGH1,SEC61A2,SHQ1,MEF2BNB-MEF2B,NAT1,PPP1R2P4,RPS4XP21,CDKN1A,SYNCRIP,SPIC,CDC20,GPR171,ALAD,SMCP,SFXN5,CFI,ZXDA,SNRPD1,RPS7,ZNF362,HIST1H2AI,ELF3,CKS2,GAGE2E,WDR19,UGT1A10,LCORL,C21orf62,AAMDC,TNFRSF18,LSM6,CCNB1,BRMS1,IL5,AAGAB,PDP1,TPPP3,DIMT1,RPSAP52,PTRHD1,TLE1,APOO,CIAPIN1,USE1,ALG6,CRYAB,MIR372,PPME1,AVPI1,BROX,KRTAP12-1,ITPA,ANKRD20A19P,ARHGEF5,BUB3,FEN1,ARHGDIB,C1QL1,ZNF806,RSL1D1,CCL4,C1orf35,PNPLA3,EIF1AD,NCBP2,ARL15,SPATA6L,ACTR1B,SNORD115-22,SLC8B1,PLD6,AC243562.1,TSTA3,TP53TG3D,VOPP1,GSAP,CHTF18,FYTTD1,CPEB4,PRKAB2,TRIM45,CDIP1,LPAR1,MIR1324,EXD1,C1orf198,C11orf68,AK3,TMEM106B,LMCD1,SPRYD7,GMCL1,MCUR1,HIST1H2AJ,MIR550A2,HIST1H1T,ASH2L,SNX5,TMEM69,DNASE1,LOH12CR1,PPP1CB,RPL10A,PNPLA2,ZBTB8OS,SEC61B,KRTAP5-9,TEAD3,PEX14,RLN1,FGF1,TMEM183A,RPS29,ZNF883,LRRC39,TNFRSF10A,FBXO9,C19orf35,KCNQ1,PDK2,VGLL2,COX7A1,IGLV1-36,TIAL1,SPATA1,MXI1,C3orf14,PLBD1,CC2D2B,CLDND2,TBX1,MRS2,CREG1,TYW5,SBDS,S100A2,ATG12,TBL1X,FIBCD1,PRIMPOL,ZNF383,SPTLC2,ORC6,TMEM92,TCEB3,DYNLL2,NME3,PTRH2,CHRNA7,DIAPH1,AC093642.5,PQLC2,MRPS31P5,DIO1,TOMM20L,SRP68,RACGAP1,SLC19A1,MID1IP1,C2orf66,STXBP3,LFNG,LYRM7,TFRC,SERINC2,SFXN3,PRMT1,AGA,TAS2R46,CIART,NKAIN3,TRAV34,ARMC6,HDHD2,TRAPPC10,C7orf57,RPL23AP53,GNAT3,GNB4,PPP1R1C,ZYX,ODC1,IPO5,ARMC4P1,MTF2,NGF,SNAP23,MCAT,NR2C2AP,NDUFS5,ZNF625,PMF1,LGALS1,TEX264,HDAC2,PFDN4,RP11-379K17.4,FAM57A,AIP,IGKV2OR22-4,GEMIN8,PKMYT1,DEFB131,GALM,ZHX1-C8orf76,TRIM65,MMAB,SPATA45,TMEM182,DCK,TRIM16,BAIAP2L2,HYLS1,STARD10,PYCARD,DNAL4,MRPS33,BPHL,MIR369,IFIT2,RP13-60M5.2,GSTM1,TAF1D,ADPGK,FAM159A,EIF4H,ASPSCR1,C14orf79,RNU1-61P,TVP23C-CDRT4,RP11-574M7.2,ARMS2,DERL3,MRO,FAM72A,MEOX1,MIR557,ZNF281,MIR6511A1,GDF7,LYAR,BMPR1A,ZNF271P,SGK2,UPP1,PGPEP1L,KRTAP4-8,SGCG,ALG10B,SNORD115-15,GNMT,RSL24D1,SAG,PHKG1,NACAP1,PLGLA,RAET1K,ZDHHC8P1,KLF11,ENDOU,UPF2,RTN3,PRDX5,CKLF-CMTM1,STOML2,CLN8,GMPPB,LIPA,TRAV22,SPTSSB,RPS27L,SLC27A2,MRPL30,CEBPA,SLC25A15,TDRD10,YIPF3,SLC16A11,OR4F17,PTHLH,LPCAT3,TRDV3,CFL2,TMEM220,C7orf25,SAR1A,TRBJ2-7,CCDC34,FFAR4,BMS1P7,AMZ2P1,FOSB,AQP3,YTHDF2,C9orf173,HSPB8,TMEM14C,ZNF749,TAS2R13,EFHD1,SAFB2,TMEM109,ARRDC5,POLR2H,DGAT2L6,SRGN,HAAO,BANP,CES1P1,TFAM,SRD5A1,ACTRT3,SRPRB,B3GALT4,C3orf22,LGALS8,TSPY1,TMEM167B,AC008268.2,CRKL,SSBP2,AC007040.8,TRIM7,GTF2F2,ADAL,POLR2G,DACT2,G3BP2,MIR514A1,MVD,RP11-798K23.3,ING2,FAM157C,TNS4,PGA3,AGTPBP1,SST,FAM120AOS,KRT16P3,C16orf82,CMTM7,NOMO2,RSAD1,UBQLN1,C17orf80,RP11-578F21.6,MIP,HELLPAR,ITM2B,C21orf91,NPM1,TMEM110-MUSTN1,GRWD1,SYNC,MEF2B,TRIM59,RPP40,SPATS2L,FLOT2,HAND1,TRAV20,CMC2,HLA-DOA,CDKN2AIP,ZDHHC13,MIR758,U2AF2,GPR34,TAL2,LY6G6F,PRRG4,TBC1D10B,HMHB1,BTF3P11,CCDC53,MIR656,TMED6,DEFB124,LYPD3,FAM207A,MRPS34,RP11-22B23.1,TSNAX,LALBA,LIN54,FLVCR2,SFXN1,HLA-DRB5,DPH3,GLIPR1L2,AP1S1,NCS1,LINC00670,GSX1,RTN2,TRIM14,MS4A10,C16orf71,BEX1,CRYGN,DEFB136,RBM8A,CPD,EIF2B2,5-Mar,FAM133B,RBMS1,IKZF5,MDFIC,HSPA12B,MTERF1,SIGMAR1,FAM200A,TMEM150B,KRTAP5-4,ZFX,DHRS4,FAM9B,DBNDD1,VSIG2,ACO1,PRKAA2,EGFL7,UBL3,MIR876,COX5A,SPACA7,WTIP,LBHD1,REEP5,COX19,SEMA4B,DUSP23,FGL1,SECTM1,NUMBL,RHEBL1,SMIM21,ORAOV1,GSC,SLC35F2,ZHX3,EIF4E2,METTL9,NEK11,STEAP1,PRM1,MIR551B,C1orf132,RPL14,SPINK13,CLEC3B,GOLM1,SURF1,SUCLA2,SPRY4,DIRC1,SLC30A1,DMTF1,RPL27A,PRR35,CLDN23,CANT1,JAZF1,LIMD2,CNN3,UNC119,ANKRD39,TSPAN14,S100A11P2,MZT2B,ABRACL,C16orf70,CCL22,ISCU,OPTN,DDX24,EMC3,SAV1,ZNF598,TM4SF1,TNFSF8,POLM,FAM19A4,5-Sep,PGAP2,SNORD115-12,DUSP9,RAB9B,HLA-DPA1,MTPN,ABHD15,TAS2R31,CTXN3,HNRNPC,TUBA4A,AC007040.11,ADM5,EFNA2,DCUN1D5,RHOG,CCT8,FOXD3,TMEM252,ANKRD20A4,GPR157,FUT7,HSPB2,MPP3,PXMP2,CD52,GPBAR1,APOA1,NRIP3,PRRT1,CCDC163P,FGD1,POLR3K,DUXA,ANKS3,KLHL41,CDSN,MYCL,SHISA3,CCDC137,RAMP1,CSN3,SSX2,GPR183,MOAP1,NR6A1,BVES,GZMA,SNORD115-42,RASSF9,LIPH,FAR2P2,CSNK1E,NPM2,TIMM44,MAP1LC3C,AES,C11orf71,SENP2,STARD5,ESD,TSPAN32,ZUFSP,AKR7A3,ZNF597,GYPE,TPD52,SLA,ALKBH2,ZNF354A,PEMT,CTD-2090I13.1,CD81-AS1,FEM1B,SLC16A13,GPN3,GS1-124K5.12,ALAS1,FZD5,GAS6,STXBP4,SETD8,C22orf31,TMEM222,RNA5-8SP2,SLC35B2,CTNS,RRAS,C2CD2,LRP2BP,IGKV4-1,BUD31,PHLDA2,RAB7A,SSBP1,RSPH9,MIR509-3,SETD7,PRPF6,ABHD17A,CYP2R1,GLOD4,LRRC58,GMNN,BOK,MRPS23,10-Sep,HSD17B10,CKMT1A,LYZL1,ZNF689,E2F5,LGALS9C,HS1BP3,MRPL35,ARVCF,DYNLL1,C6orf1,MAFG,RILPL2,TRAIP,CCDC82,ABI2,CCR7,INS-IGF2,SNORD115-7,IGSF6,HMP19,NFS1,TCTN1,SPRN,JADE3,GSDMB,CDK2AP2P2,TUFM,SUZ12P1,RABEPK,NTPCR,TM6SF1,PORCN,CUEDC2,VIPR1,NDUFA4,GKN1,MIR891A,CT83,REPS2,NOLC1,CCDC64B,OTUD6B,NFIA,GPSM3,TMED2,GATSL2,LGR4,NKAP,FAM103A1,RNF24,VDAC2,FJX1,CDK5,CMAS,CCL8,ATXN3L,SNURF,ATG4A,IAH1,DTNB,MAP2K5,HYAL3,ARHGDIG,IGLV11-55,MS4A15,TP53I13,PWP1,CLDN6,P2RY12,CTSLP2,IL20,RPL23AP7,ERP27,TRBJ2-2,ARL4D,RAD21,UNKL,RAB40C,SYNJ2BP,CCRL2,FAM162B,SNORD116-6,RABIF,SPRR1B,NEURL1,SNAI1,PDLIM2,ZNF890P,MIR518E,DNAJB13,NAT6,CYCSP6,GLCE,MRFAP1,NPS,ASCC1,TRIM44,RPL22P19,TRIM68,WDR46,ADD3,UGDH,CH25H,AURKA,HLA-F,LONP1,DGCR6L,SNTB1,SLC37A3,SLC10A7,C10orf107,PURA,TBC1D3I,GTF2H3,ZNHIT3,KDELR3,PRSS48,ERO1L,NUTM2D,SRSF5,ABT1,NPBWR1,PICK1,TSPAN2,OR2B6,HLA-J,TXLNG,UBOX5,MSL2,FAM177B,ABI1,UBE2W,HLA-DQA1,KANK3,CRHR2,MCFD2,VTRNA2-1,RNF146,KDM1B,LYRM1,AC093616.4,PLEKHF1,ORC4,LBX2,KLC3,IFI35,NHLRC3,GBP3,INCA1,NACC2,FAM160B2,FBXO5,SNRPE,PPARD,EMC2,COG1,AGRP,CHPF2,EIF1,SPATA5,SLC25A22,LIN9,PGLYRP1,SMAGP,NINJ1,KRTAP5-7,RNF44,MINPP1,MBOAT1,TRAPPC2L,NR1D1,IL20RA,THUMPD3,PPP5D1,FFAR1,ZFAND2B,INPP5K,SNORD115-35,RPS27A,DEFB132,MSL3P1,AFF4,RAB34,SMIM15,HSPA14,CD3EAP,TAP1,PDCL3P4,RRP36,ARF6,KAL1,PUS10,NDUFAB1,THAP1,CDK5RAP1,PSENEN,OVOL2,BCL2A1,RFPL3S,COPS7B,PRIMA1,ARR3,UPK3B,ZNF684,RAB3D,AP1S3,RBMY1E,DOK3,TMEM161A,GZF1,ANAPC13,DSTN,NR1H2,LIN37,CLEC4C,CYP2F1,YIPF4,VPREB3,CHTF8,ZNF501,TSPY2,STAMBP,NUDT19,GOLGA8G,SGCB,SPDYE3,HBEGF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
