ZNF549,GALNTL6,MMS19,CALN1,CD33,RAB5C,PITPNM3,IRAK4,WDR75,HSF2,CUTC,TSEN34,KIF20B,TAF7L,MKL2,CNTNAP5,AGBL2,C1orf52,KCNS3,GATA3,CFHR3,NAP1L3,DYNC2LI1,TLL1,NAALAD2,SLC6A4,FER,FNDC3B,CLSTN2,GGH,RAD1,ERCC3,UTS2B,HYAL4,OR52K1,ZBP1,KRTAP8-1,BBS10,KRTAP10-11,DDI2,ACTN2,CACNG5,RPL10L,TRIM10,IFT81,KCNK10,REL,SLC39A2,TRPV2,DAB2IP,EFEMP2,STRN,RDH12,SSX5,KCNJ3,IPMK,KRT1,PRELP,PTCRA,ABCA8,CEP350,PDE4A,FANCG,KIAA1598,OLFML2A,RNF14,LHX6,TMEM185A,C20orf24,VSIG8,SLC9A9,IFNA7,PAG1,BRICD5,LPAR3,B3GALT5,WNT11,WNT8B,NPHP4,RASAL2,PRRG2,CASS4,SEMA3G,GATAD2B,SAGE1,NECAB2,PAPOLA,OR1N2,DNAJC16,RFC3,LAMB3,LY6G6C,ACTR3BP2,LGALS3BP,CRISP1,EIF4G3,ZC3H10,ABCB9,TP53AIP1,GLTSCR2,SPOCK2,SFRP2,HIPK4,AGMO,INCENP,ZKSCAN2,HYKK,LCE2B,AWAT2,DNAJC1,GPRIN2,FAP,HGF,NOTCH4,ALDH6A1,TREML1,PNKD,ADARB1,KIAA0586,ESPNL,SLC22A8,CDCA7,RGPD8,GHR,SNX1,NMS,UGT8,FANK1,SEC14L1,CYLC2,CDRT1,VPS37C,ZNF37A,LSG1,PPFIBP1,TRAV30,STK4,CLTCL1,CD93,TSHZ1,ART5,TACSTD2,LCLAT1,LUZP2,PAK7,CD22,OR4D11,SSX7,ULBP1,PTK2B,KITLG,FLI1,STAM,IRF2,C19orf25,ANKAR,ADGRA2,AC005631.1,CCDC101,ANXA6,LINGO3,MICALL1,SCARA5,PRICKLE2,PSMD3,RP11-119F19.5,CLEC7A,SELENBP1,KRTAP19-5,PRSS50,OR6C65,PCYOX1L,FAM120A,NFKBIL1,LIPC,NRBP2,DUPD1,ART4,FMO1,ITPK1,OR12D2,SREBF2,CCDC63,RP11-368J21.3,ZHX1,PDDC1,GJD2,SNORD114-19,MAST1,OR13C5,FMNL3,ENPP3,WEE1,MFAP5,CES2,WNT5A,EXTL3,PTH2R,HMHA1,SPATA6,DCTN1,LRRC37A3,SNX27,SH3BP5L,SUGP1,MLKL,XRCC3,SPDYE6,ITPR1,NTRK3,NFYA,COL8A1,SPATA31E1,FANCD2,GTF3C2,ITGA9,REXO1,ZNF596,TBX18,SMG5,HAO2,MAGEA11,ITLN1,OR52L1,GLTP,SNRPA,PPT1,TMEM25,PPRC1,FDFT1,SLC26A1,B3GALT1,GIF,NDP,CNTN2,RPL31P11,RNF38,TCEAL6,FAM13A,RARG,C1orf116,GNA15,NR5A1,KLHL34,KANK2,CCDC13,L1CAM,AGPAT2,PKM,OR10S1,REEP6,MAU2,ELP6,SLC25A31,SETBP1,ZNF296,TEX13A,TNIP2,TPM2,GIGYF2,ABO,PSG11,CHRDL2,KIAA1033,SEC16B,ZNF513,UBXN11,CALCA,MCRS1,MSLNL,ZMAT5,FAM217A,RIPK1,DCAF5,UBR3,EDA2R,SLC22A24,SMAD9,FOXE1,ZMIZ2,HEPACAM,RSPO3,GPATCH2,FOXD4L6,PRELID1,OR6C6,SEZ6L2,BTF3,OR10X1,GZMK,SRC,LILRB4,MARK1,FAM210A,BTBD3,GMEB2,SYT12,NUDT21,TCOF1,SNORD116-12,ONECUT1,ANKRD30B,RNF145,PSMB4,SLC2A12,MAGEA6,CFHR4,MAP3K5,GYLTL1B,KRTAP13-1,PALM2-AKAP2,PCDHGB4,KCNJ1,TMEM215,CKAP5,TNPO2,CPT1B,HCFC2,EIF4B,OR51F2,CAMK2G,COPG1,GBP1,C9orf24,MGRN1,OR8K5,DAAM1,C5,POU5F2,GCHFR,CLASP1,10-Mar,BZRAP1,CRTC1,TPRX1,KCNN1,IL1RAPL2,ZNF418,FYCO1,HIGD2B,DDX49,SLC4A4,BCHE,SLC22A23,ARL6IP5,INTS9,SLC6A1,PSD3,BMP1,TCAIM,COX7B2,TRRAP,MAGI3,OAS3,VPS53,RRP7A,OR10T2,SIRT7,CXXC1,PDE8B,ADCK4,MAP1S,SERPINB8,C15orf27,ZNF774,ABCA9,IGLC7,TRAF2,SRSF12,MAPK12,CSH2,NPAS3,OR8H1,RRP12,IFI30,CSAG1,SULF2,RAD51C,PDIA5,GPIHBP1,FRMPD3,ADAMTS13,KCNE3,PIP5KL1,SAMD4B,FCGR2C,ADAR,USP40,TSSK1B,PRX,IRF2BPL,LIF,DIDO1,KIR2DL4,DYRK3,OR6B3,CHST15,TP53TG5,TINAG,SNIP1,SLC4A9,GUCY2D,RNU6-181P,OR10Z1,TRMT1L,BLM,LINC00207,ZNF560,SLC26A7,EFTUD1,MAP7D3,CCDC60,GSTM4,PELP1,RASL12,HARS,HTR4,TNFAIP8L3,FAM171B,IL15RA,KCND3,SLC38A2,LRRC18,TEAD4,TDRD6,ZNF138,C1orf111,GULP1,OR52A1,DYNC1LI1,SHROOM2,RBM12B,PPT2,GPR4,CD207,SLK,KIAA1211L,CD2BP2,TTLL8,MYBPC2,CRMP1,CNTRL,PLG,GPR143,RTP4,PHAX,ASB11,RBMS2,TAF4,PLEKHA3,PDGFC,SLC5A7,PYY,AOC1,HACL1,OR4C15,NOL6,ANKFY1,CARD18,TADA2B,ADGRF2,MEFV,BAHCC1,TBC1D28,GAB4,SH3RF1,ITPKB,MORN1,WT1,ACTL7A,DHFRL1,HPDL,ETS2,MST1R,SIGLEC11,DNAJA3,RNF17,LCE1C,TOX4,ZNF587B,PCDHGA10,OR10J3,MESP2,PTGER3,MUC5AC,UNC5B,POLR2A,OR14I1,CAST,MED8,MLLT6,TAAR2,PANK1,TMEM130,POLR3G,LAT,FN1,LDLRAD1,KCNJ16,FSD2,SAMD9,FOS,OR51Q1,ECT2,PHLDB2,ZNF224,APOC3,ETFDH,PATE1,CHST12,ANGPTL4,ZNF440,SIAH3,PMM2,ZC3HC1,CPNE5,KRT16P2,MRGPRX1,PNLIPRP3,BLNK,HHAT,PDCD6IP,TNNI3K,PRR30,REG1P,BPIFB6,C16orf46,TPH2,KIFAP3,CCER1,GPR35,CENPT,IGKV1D-17,CLDN25,RUSC1,CEP120,PGLYRP4,RFTN2,SPATA21,DNA2,RP11-337C18.8,LONRF3,CLUAP1,COL9A2,PDXDC1,PIPSL,SLC51A,PLEKHA4,TOMM22,RAP1GAP2,OR10H1,TRAPPC11,TCP11L1,NOS3,KPNA1,GFOD2,CA11,MSMB,COL20A1,TCTE1,MTMR4,TNRC6B,C7,PHF8,FAM212B,ERN2,DNLZ,GOLGA3,TMEM186,S1PR2,U2AF1L4,LCN8,ZNF266,POLL,KIF26A,TRIM27,KSR1,MGEA5,CYP2C8,IL7R,C12orf66,LRP12,IGHV5-51,G3BP1,DONSON,SMC6,DCST1,SNORD115-25,MUC2,SUN5,HRASLS5,HIST1H3F,ZNF25,DPH1,PBLD,CLCNKB,TGFB3,ALOX5,NFATC2,MCM4,KLHL15,HS6ST3,MS4A4A,CCR3,TRHR,EDAR,CCL24,RNF5,PTCH1,SNRNP27,PLCXD3,LMOD3,ZNF229,COL5A1,LRRC4C,CHIAP2,CD200R1,KLHL10,CTC-512J14.5,LIMA1,CHRNB3,IYD,EYA1,CFAP70,PPEF1,DMTN,PTGDR,DNAJC25,PPP1R26,LARS,CD2AP,EVX2,TLR4,GRB7,AFG3L2,MATK,NR4A3,RASGEF1A,FOLR1,CDK5RAP2,OOEP,BCRP4,NHLH2,SNRNP200,CDC6,NIPBL,ZBTB25,INPP5D,ACTL6B,PRKD2,NUP98,A4GNT,ELOVL1,LCA5L,SRRM2,L3MBTL3,SLC30A3,AMY1C,OR4C13,PBX1,SLC6A11,TCTE3,SLFN12L,LPPR5,CILP,TAB1,FSIP1,ATP6V0C,TNFSF10,CSH1,BCL2L12,ZNF772,FGFR1,NYAP1,COG6,PIK3C2A,EXOC2,NEK10,TRPV4,MAPK10,RCAN2,TMPRSS7,S100PBP,NCAPD3,MLPH,MFRP,PRR12,OR1K1,RP11-113D6.10,EGR4,UGT2B10,AC124312.1,PRDM16,A1CF,INSIG1,ALDOB,PHRF1,LMF2,CCDC181,IL17A,EHMT2,TTF1,WIPF1,NTSR1,OR51A2,PLEKHG4,ZNF184,LRRC32,TSPAN1,C9orf172,RUVBL2,TST,FOXO1,KLHL1,IGSF9,NTNG2,KANSL1,ABCC1,DQX1,HUS1B,AC023310.1,NOP10,BNIP3P1,ADGRE1,ANKRD35,WDR41,CHD7,VPS39,GFPT1,C11orf57,HSPA12A,KCNH2,CLVS2,RNF214,FLT1,ZIM2,FYN,MYH10,MEPE,TET3,PRAMEF6,BTLA,DOK2,PAPD7,SH2B1,NPAS1,RIN3,EVI5L,PKD1,ITGAL,RBL2,POU3F4,NAP1L1,DNAI2,UST,ADGRF1,PXK,C7orf49,FMR1NB,HMG20A,SMTNL1,KLF5,KIF21A,FOXP4,GRAMD1A,CAMLG,SLC16A9,OR10AD1,KIF21B,TCF3,C5AR1,ECHDC1,ITPR3,PLOD2,PIK3AP1,ITGAE,ATP6V1H,NELL1,SGOL1,OR4S2,CYP17A1,URB2,AKT1S1,TADA3,DIP2C,PLAT,MILR1,SLC36A2,BECN1,BCL6,ZNF385A,RPRM,GAK,TBC1D25,OR5AK2,ZNF8,ALKBH3,CCBL2,SOX1,KIAA0232,GLP2R,PIWIL3,DOC2A,HSD3BP2,TMEM61,SLC34A2,MAB21L2,NT5DC3,PREP,OR2D2,USP41,DSCR3,TCL1A,ADGRF4,HAL,FAM58A,P3H1,LZTS3,ASXL2,SMARCA5,GLO1,ZNF350,C16orf62,F9,TCF12,KIAA0195,GHSR,CD37,MB21D1,TRGC2,CLRN3,CCL11,TUBA3D,COX6B1,RAPGEF1,OPLAH,STARD13,RFPL1,AGPAT3,RP11-701H24.4,KLRG2,ZNF366,MLC1,NEDD9,PRRC2B,WDR91,SMARCAL1,MCEE,AQP7P2,CHRNB1,RBL1,PSG5,RBM43,WDR20,ARID3B,CRYZ,PIGK,INTS3,SYT14,STMN2,TNFSF9,TAAR5,NOVA1,HIRA,HRSP12,SLC39A13,IGKV1-6,DALRD3,MAP4K2,P2RY14,ZNF285,DNAJC22,SPTBN5,TRAV10,KCNK13,ZBTB4,STIL,OR10Q1,PRTG,PMM1,PTPRG,GCC2,MRGPRE,RPS18,ZC3H3,TXNL1,TRIM49C,GPR26,PARP1,RSPH14,NDUFB9,RNF31,GAL3ST2,DGKH,DDX18,MISP,MYH9,CASC1,OR5D18,ZNF702P,ZFR,PPFIBP2,POM121,SVOPL,ZNF236,CYP4F8,WBSCR17,PCSK2,MYBL2,ARPC3,IGHV3-53,PSG1,RPP25L,FANCF,UQCC1,SLC16A1,ADCY5,ETV6,ADARB2,GKN2,HIF3A,TMEM67,MYLK3,SEC24A,HELT,OR10J1,UCP2,GPLD1,RANBP3L,MNT,N4BP2L1,ACOT9,SIRPB1,FGFR4,GABRR1,ADCY1,SIDT1,TIMM17A,CYB5D2,NUPL2,EHD3,UGT2B7,OR7E24,EIF2B1,HRC,ATAD3A,KIF5B,ANK1,TPST1,TNIP1,TRPM7,C1orf177,SMOC1,RICTOR,PACS2,HCAR2,PPP2R2C,SIPA1L3,BRINP3,ATM,FAM173A,FGD2,AGO2,HNF4A,SUSD1,FAM221B,FAM47A,BRAF,ELMOD1,ANTXR2,TMCO5A,ZNF324B,RFX5,SERPINE1,FASTKD5,ASAH1,OR51B5,SPATA13,S1PR5,DOK4,ADAMTS14,CHAF1A,C1orf216,PIAS1,CDK1,PABPC5,ETAA1,NPR2,CABP5,NXPH4,RAI1,ZNF524,OR8B2,HRH1,VENTX,NLN,ADGRE2,RNA5SP206,SLC6A5,ACSM1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
