DDX41,FLNB,FHP1,RAD54B,ZNF76,SWT1,TMEM40,LGI1,CSF2RA,GSTM5,MST1L,TMPRSS3,PLEKHH1,SNORD115-8,TBC1D19,GNAI2,ANGPTL6,ANKRD33,CA4,ZNF503,C16orf72,ZNF28,C11orf1,FUT1,OR1D4,NAA11,SERTAD3,USP16,TRAV14DV4,ADAMTS10,MMP14,SLC30A8,FCGRT,TMEM176B,FAM193A,DNER,PAPSS1,BPGM,SLC12A5,CDC42EP3,DAPP1,STARD8,TRGC1,IGHG3,RGL3,STEAP3,BFSP1,RAD50,TMEM165,CD5,RTKN2,EIF2AK3,OLAH,MATN3,PMP2,METTL7B,PRKCD,FADS2,ENTPD4,RP13-104F24.2,VAMP2,SLC1A6,SCNN1B,TNFRSF11B,NDUFS7,KRBA2,IMPAD1,KCNC4,RALY,PDGFRA,DHCR7,ELMOD2,CD55,JRK,NR4A1,RPS6KA2,COG8,KIF9,PRPS1L1,RTP3,ATP11AUN,SERPINE2,SLC25A51P1,TTC17,BRD2,NUP210,AADACL3,COMT,C6orf136,ERCC6,MKI67,POLR3GL,KIAA1328,CASQ2,KDM3A,RAPGEF4,UBE2U,STK33,HTRA3,RBMXL1,HRH3,PPP1R8,GLIPR1,LRIT2,PSMB11,ZC3H7B,PAM,CRYM,HKR1,TSC1,PSMB7,MICA,USP2,CGN,PLEKHG6,HAVCR1,IGFN1,DENND6B,HTR1F,F13A1,FAH,SHC4,HSPH1,CBLL1,UBALD2,PRH2,DNAJC5,CD163,SLC9A5,NUP107,DOT1L,ATP6V1B2,MORN5,AKAP6,CHAT,APOL3,MYOZ1,HOXB5,ATXN1,WNT9A,ELAVL3,CDKN2B-AS1,OR5A2,TAS2R50,CALD1,ANTXR1,SLA2,SWSAP1,PRKCSH,DCAF8L1,ZSCAN16,ZNF354B,AFP,KRT3,ERCC2,MECOM,PHF12,BEND3,SLC31A1,LIPG,INF2,SLC1A4,GPATCH8,AIM1,ACER1,VPS9D1,TRPS1,GRM5,WNK3,PEX2,C5orf34,MTMR12,EDEM3,LCE2D,ARSG,TDGF1P3,OR1A2,UBE2M,AKAP8L,AGAP7P,SYT11,ARFGEF3,RBM19,MYLK,PARVG,GALNT7,PTCH2,COL4A4,ZSCAN20,ASB7,TFR2,MICU1,PIAS4,SLC16A14,NAGK,DTX1,PDE4DIP,ZNF563,CABLES1,XIST,ABCA10,PIR,FGF12,HYAL1,PIWIL2,SLC26A11,ELN,DOPEY1,PCIF1,VPS16,C1orf95,HSPG2,NABP2,EFCAB12,FBXO18,CACNB2,C1orf127,TSPAN16,CSF3,GMFG,LILRA4,OR4C11,ZNF343,SCG3,PIANP,CIITA,CAND1,C3P1,ZNF607,SKAP1,INTS5,PIP4K2B,ZFP36L2,ULK4,LRRC74A,TNFRSF11A,HNMT,AL078471.5,IFNA17,TOPORS,OR4L1,TP53BP1,SLC29A2,EZH1,FAM53A,CYB5R1,HEMK1,TMEM163,TBC1D22A,PLXNB2,SVIL,CCNF,VPS29,DPEP2,ALPK3,RAET1G,NDUFS6,USH1G,PAFAH2,WDR81,ZMYND15,FAM120C,OR52A5,HUWE1,SYDE1,KIR3DL2,FOXRED2,SLC37A1,GLDC,FSHR,IGLV5-48,USP34,SYNDIG1L,FGFBP1,C7orf61,SLC15A2,ADAM32,FAM50B,PEPD,CPEB1,KDM2A,ZNF646,BEST2,GDF6,OR6M1,SPACA6P-AS,UGT2B11,FAF2,UGT3A1,PLXNB1,UBE3D,OTOP1,C10orf120,BTN1A1,CDKL3,RPA1,GNRHR,HAUS2,FSIP2,TDGF1,PLEK2,HSP90AB1,TEX2,POLR2E,CRYGB,CFAP46,SEL1L,ASGR1,PRIM1,MRM1,CD19,SH3RF3,KCNK5,DIS3,USP54,MTURN,C10orf53,TLCD2,MRPL11,OR2T6,BCL11A,GPD1,SLC14A2,FAM3D,DVL3,SNX6,SERPINE3,GTF2IRD2B,GATS,REG3G,OR2AK2,FAR1,ZNF100,NPSR1,PCGF5,DENND2A,MED23,ESYT2,KIF26B,DCAF11,H3F3C,RPRD2,KCNE1,PARP4,ACAP1,XPR1,DKK4,PRAMEF15,SLC9A1,CR2,LRRC37A,TEX101,SERPINA12,EWSR1,TMEM8B,SSTR2,SEC31B,TMEM59L,RP11-803B1.8,GDF10,ANP32AP1,GPR119,IARS,DYRK1B,RNASE6,HADHB,OR2C1,MARK4,POLDIP3,CEP131,IQSEC3,OR10G4,RAPSN,NR5A2,BAG6,LCE3E,ZNF425,TTC39B,SERTAD4,ZNF644,PLA2G12B,ATP1A2,DIP2A,MYRIP,LAIR1,SPAM1,FAM26E,CTD-2269E23.2,FXYD4,PRSS45,CD34,IQCG,MEIS2,IGHV3OR15-7,ANKLE1,EVPL,RBM22,BFSP2,TMEM187,AIFM3,NXPE1,MC5R,SMAD6,CLPSL2,FOXA3,CTD-2374C24.1,PSD4,RN7SL248P,FAM134C,OR7A17,MAOB,KLF9,C6orf195,PRELID2,NLRC4,MGAT4C,AL391261.1,MAPK8IP1,VIPAS39,MRPL4,THAP4,CATSPER2,AMY2B,PADI1,UNC5A,STMN4,CSDE1,P4HTM,C10orf54,AWAT1,EMC10,SUN2,EHBP1L1,BPI,NAT8B,ELMO3,TESK2,CD99L2,WDR11,NUP210P1,C14orf37,TMEM206,TJP3,CFHR5,LRP8,ADAMTS8,TPO,NIF3L1,ADM,SLC16A8,RAD23A,BCL7A,GATAD2A,HNRNPUL2,WWC2,IQCH,PSD,CSF3R,KRTAP26-1,ZBTB48,PDE5A,ZNF250,SLC1A3,CEP63,SRSF4,LINC00887,RASGRP2,TRIM63,FBXO2,FRMD3,AQP12A,C11orf40,FBXO6,SLC22A17,COG3,TXLNB,LRRC3,OR51A4,ODF3L1,NUP214,TNS2,ENKD1,RSPH10B2,EML2,SQSTM1,RCN2,ANO4,MMP20,C11orf74,KCNA2,NDUFS2,PAN2,IQUB,TBX4,PPP1R42,IGKV6-21,CCDC77,ANAPC10,CCDC37,MSANTD1,PPIE,CLEC2D,FCHO1,NGEF,GABRA4,BRWD1,RABGGTB,HDAC10,RHOV,SRSF8,PAQR5,MICAL2,HLA-DRB9,CRTAC1,THAP3,FAM153A,LLGL1,PIP4K2C,DNMT3B,ADAM21P1,DMBX1,INSL3,ME3,EZR,IHH,PPP1R9A,RP11-108O10.8,TFAP2D,AADACL4,IFNL3,C2orf40,TRIM38,PRR14,BSG,HIST1H1D,HIST1H2BH,ADD2,RUSC2,LINC01317,OAF,SLC38A7,A4GALT,PMEL,ZNF658,DAAM2,ZNF496,MAN2A1,NDST2,GSTM5P1,ZSCAN32,ARHGEF18,ANKRD6,DSEL,MYO3B,SKIV2L,CCDC94,RPGRIP1,SMEK1,TNKS2,GSPT2,ATF6B,TIMP2,MTNR1B,GFRA1,SNCAIP,OR10P1,CACNG7,BMP3,SLC41A1,ZNF174,MSI1,TICAM2,SMOC2,ENG,CD276,KIAA0556,TTK,FIS1,HMGXB3,KLF12,PHKA1,IGHG2,KCNH1,YME1L1,HMGN1P37,DCP1A,RPF2,HNRNPCP2,ST3GAL1,LRTM2,ZNF622,C6orf201,MCMBP,ARHGAP30,MIB1,PLN,FAM83G,FAM27L,LAYN,ZNF830,CASP10,NPNT,OMA1,PGK2,CHD1,C11orf84,RESP18,TNFRSF13B,DAND5,HLA-DQB2,AADAT,KLHL8,HPSE2,TRIM72,GLP1R,TNRC18,ST3GAL5,HEXIM1,ZNF592,ELF1,SNAP29,TTC23,ZFP36L1,UBR5,HBS1L,DLGAP1,NR2E3,VMP1,GPC4,TNPO3,CDH6,SLC27A1,MMP27,OR2T8,MAP3K7CL,SAMD5,PPP1R18,ACOT12,ACACA,PLA2G2E,MAP2K1,UBL7,S100A1,CHSY3,HIST2H2BE,PPEF2,RPS6KA6,PTGER2,HNRNPCL2,DUSP19,PRDM8,HNRNPA3P1,SAMD8,COG7,RNF19B,SLC13A3,TMEM217,DDR1,BAD,EPHA10,KCNG1,ATG4D,TTC7B,ATXN2L,EPRS,RHO,LRRFIP2,DLGAP3,CLUL1,IGF2BP3,NBEAL1,UHRF1,DUOX1,RAB11FIP1,LILRA1,PRKCE,MAN1A2,FAM124B,FBXO40,NVL,CLEC14A,SLC18A1,LYPD5,RTBDN,TMEM79,KDELC2,ZYG11B,TACR3,ZNF793,SYCP2L,NOA1,MTF1,CSRP2,DYDC2,KBTBD7,LSM14B,ACTBL2,C12orf45,SRL,MYOC,C1orf106,FAM172A,CRNN,PLEKHH3,ARHGEF10L,USH1C,NBPF25P,SDCCAG8,LPPR2,INTS12,UHRF1BP1,NIT1,CASC5,PARVB,CAMK2A,ZNF300P1,PTPRF,NPIPA5,CLEC10A,IGKV1D-39,NRK,CENPL,MYO15A,SLC15A1,NPIPB5,NOS1,TBCE,ATP8A2,ABCA4,RAB11FIP4,GRAP2,CLUH,CPQ,EXOSC4,ERICH6,GPX6,ALKBH1,ANKRD22,PNISR,SUCLG2,PATL1,GOLGA6L9,TROAP,NEURL4,SUCLG1,SERPINA6,PRMT5,ADAM2,CTD-2027I19.2,OR4D1,C1QTNF6,CXCL14,FUT3,VWA7,MFI2,USP19,ARHGAP26,STAG3,OSBPL9,EFCAB3,OR4K13,RP11-480I12.7,TRIM60,FRRS1L,SERPINA4,C2orf57,REPIN1,SMG8,SEMA4A,PLEKHM1P,KCNA10,OSBPL5,MLXIP,NFAM1,NXNL1,WDR90,CCDC110,RINL,MX1,TTF2,EIF3D,PDPN,FAM193B,TIMM50,CEP55,CYP11A1,TAOK3,RANBP2,AC015849.16,ST7,SOS2,EAF1,FBF1,SPATA20,SLC12A9,PLEKHA5,IFI6,NUDCD2,CDC42EP4,PCOLCE,RAC1,C2orf16,LHX4,TTC3,MKX,ALPI,ABLIM3,CLTA,CACNB4,DLL4,ATP1A1,CCDC84,GSG1L,AAR2,TRPV3,TBC1D3P5,DBI,PLEKHG4B,CSPP1,PLA2G4D,CYP2C9,TULP1,TLL2,AJ003147.9,IL36A,AMIGO1,SYT1,GOLGA6L22,P2RX5,SIM1,FAM107A,WNT7B,RP11-17M15.1,OR6K2,GDA,SMARCC1,TMEM110,ACOXL,TRPV6,C6orf222,KCND1,Z83819.1,SFI1,NCKIPSD,ASGR2,ZNF551,ZNF442,RP11-96C23.10,PTPRJ,SRRM3,KRT36,MYO10,CLEC1B,CRHR1,CHRM1,TMEM201,ANKRD42,ACTA2,WNT8A,OR52N5,ASIC1,SPRR2G,RNF135,OR8D2,LAMP3,ARHGAP21,B4GALNT3,CMTR1,TYK2,GEMIN4,TPM3,HMGCS2,MED24,DYSF,EPHB6,TTLL5,F13B,ANKRD12,FBXO41,CCDC144A,CTNND1,IFIH1,LRRC42,TOE1,GPR63,MFGE8,COL16A1,NEIL2,TRAM1L1,LAMP5,RBBP8,FCN2,PTK6,ECSIT,ACSL5,SERPINA3,SLC14A1,ALDH3A1,GPR75-ASB3,DNM1L,ADAM11,MOS,VPS41,TSFM,TCIRG1,KRT27,CDKL5,DMP1,NOSTRIN,RPTN,FAM160A2,GAB2,AKR1C8P,ZDHHC11,BRD4,MYBBP1A,HIST1H2BC,GPR139,PGAM2,ADORA1,TUBBP5,ZMIZ1,GGT8P,WDR4,MSRB1,SLC12A4,CYP4Z2P,NOL4,HOXC4,SPANXN5,TRIB2,IGLON5,OR51E2,DENND4B,KRT28,ZNF112,CCDC86,JAG2,NRROS,GAS2L1,PEX26,SLC16A5,KLHL22,ADAM28,AQP10,C6orf106,C3orf33,SLC35F4,MYLK2,H6PD,FECH,DVL2,ST5,ABCG2,COQ6,TGIF2,RGS7,FAM129C,CLEC2L,CENPC,VPS25,CNKSR3,KRTAP10-3,ILK,SREK1,KIF3C,COMMD9,P2RY10,ZNF282,AACS,ARHGAP29,SEC24C,HDGFRP2,CD36,KATNAL1,P2RY6,OR5P3,TSPAN17,DNAAF5,SNED1,RUFY4,SLC44A3,IRF6,RTL1,SPPL2C,FARSA,MRI1,BMS1,PPP1R32,REG3A,ST3GAL2,CST2,TCEAL4,SP100,DACT3,CXorf36,TRAV13-1,HENMT1,SLC5A4,TGM6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
