RUFY3,FIGF,RP11-2H3.7,FAM183B,COL6A2,OR2L13,RAD51AP2,PPIP5K1,MS4A14,ITGA8,SVILP1,LRWD1,BPIFB2,KCNC2,PIP5K1B,CCSER2,OR2A7,VPS26A,GABRA2,DOCK6,CFAP52,STXBP5L,MRPL37,TMPRSS11E,OR14C36,SAA1,VSTM4,SRGAP1,ITGA11,C19orf47,ARID1B,DMXL1,EPHA3,UBE2D4,MMS22L,NCKAP1L,GLRA3,NUMB,ADGB,RP11-498P14.5,AC105339.2,HMGB4,GPR17,ZNF223,ZNF862,WIPI1,PCDHGA5,PLEKHG7,TLR10,DRD3,ZSWIM6,LRRC74B,SOX14,SCARB1,TRIML1,SH2D3C,XRCC4,NFKB1,LHCGR,SERPINA5,FCRL5,SLC38A9,ZP2,C3,FCAMR,ADH1B,CNTN5,RTN1,ARRDC4,KRI1,FASN,KIN,TENM4,DCT,OR51B6,GEMIN5,GHRL,EZH2,CACNA1A,OR51M1,C8orf34,TRAV8-1,SPACA3,LAMA4,PROX2,SART1,LATS2,CDH4,MLLT4,CCDC18,MBL2,OR8J3,PVT1,TIE1,GABRG2,TMC7,SLC17A9,ATRNL1,ANKRD20A9P,SNORD115-34,IGHV3-23,CCNK,PEG3,COG4,PPARGC1B,PAXBP1,FAM96A,NEFH,LPP,INTS1,NXPE3,SNORD115-13,SOCS6,TMEM126B,DOCK3,KIAA0319L,TMEM164,COL24A1,RN7SL759P,CPXM2,FAM57B,PAX8,OR13G1,SGSM1,GTF2IRD2P1,ZNRF3,HCN2,TSPAN8,STT3A,PIP5K1A,KRTAP6-3,CARNS1,CLPX,TENM1,PUM1,MCHR1,NSA2,IL22,ZNF568,LRRC63,PPM1E,NBPF1,OR5H14,GALNT16,NOX3,SULT1C3,PPP2R2D,LHX3,IGKV3D-11,TRAF3IP1,IGSF1,SMG1,MYO1G,MBIP,NWD1,IGJ,H2AFY2,LRRIQ3,PCNXL4,APOBEC3B,OTOF,FAM71F1,ZBTB9,FOXI1,ZNF257,GOLGA6B,OR4N5,NOBOX,OR5T1,IL4R,ANGPT1,ITGAD,CACNA1G,GPRC6A,USP26,UHMK1,OR51S1,ACCSL,RGS3,PLEK,CLCN6,DPY19L2P3,NDOR1,SERF2,COASY,FOXC1,HTATIP2,NKIRAS2,GDF5,POLR3A,DNAH11,IKZF1,IGKV6D-41,CYB5R3,FGD5,CELF3,ATP7A,SLC34A1,MYO5B,USP29,RNF216,ALX1,ODF2,MAP3K9,NLGN4X,KIF25,FCRL2,GAPT,TEP1,OR8J1,CECR1,KIAA2026,ZNF317,PTGS1,KIF27,CLDN4,NTN3,TNFAIP8,RBM15,ME1,PAQR7,ANKRD20A8P,ERBB4,ZNF682,IFT43,C7orf33,TMEM225,KRBOX1,MSL1,CCDC153,PLK1,MEI1,BCL2L13,SEMA3A,PHF20L1,TTLL4,NFIL3,KLF15,ENGASE,USP35,NTF3,PRB2,Y_RNA,GALNT13,PRB4,SULT1C4,GLRA2,MOCS1,CCDC129,MYO6,KCNQ4,TBC1D30,CHRM4,FMO4,GBF1,ATP12A,RN7SL495P,KBTBD12,COL14A1,STRIP1,HELZ2,ARHGAP12,SORL1,HSP90AB2P,CNKSR2,CTB-60B18.6,RRN3P2,POLA1,MYO1F,WDR86,ETV1,DNAJC12,TMEM169,C12orf50,MUC3A,AGPAT1,IGHV7-81,C16orf89,TFEB,OR10A2,SCNN1A,LRRC7,RGS20,ZNF337,SP140,TTC21B,ADAMTS6,CRLF2,EI24P4,BRCA2,CACHD1,SPATA31B1P,SRFBP1,UBAP2L,GABRG1,DNM2,PCDHGA1,TNFRSF19,LGALSL,THOP1,OR52E6,IGHG4,PAPOLG,GPR84,RASD2,AIPL1,OTOP2,OR6C70,AIFM2,ANXA2P3,C10orf12,PFKFB1,TOP3A,KIAA0513,CD163L1,CSE1L,CCL4L1,ZNF614,ZBTB37,CEP104,KMT2A,KRT6C,NLRP10,FURIN,TRAM2,MICAL3,SLC38A10,LAMA2,PTER,ZNF730,TRBV4-2,OR9G1,CYP19A1,PREX1,CATSPERG,AC004603.4,WIZ,ELAVL2,CALHM2,PPARGC1A,ADAMTS15,LBX1,WDR61,ANKK1,FAIM2,KLHL13,ANKDD1A,HTR1B,DPPA4,GLRA1,FCRL3,CPN2,OR5L1,ERICH6B,OR2W5,PHC2,KIAA2018,OR4A15,GRPR,SPATA31D5P,RALGAPA1,MVK,KLK3,SLCO4C1,ITIH6,SPATA31A6,KRTAP5-10,OR4C12,CCL13,HIBCH,OLR1,NPIPA2,NUP93,PADI4,NLRP8,MAST3,GEMIN2,BZW2,ALPP,C7orf34,ZDBF2,TNNT3,ST6GALNAC5,TMTC4,ADGRG2,ACSS2,CYP4F11,SIN3A,INHBE,OR2G3,DTHD1,ICOS,ANKRD45,PARP8,CLCA1,HIST1H2AH,EMP2,TBX10,SLC25A39,ATP6V0A4,GOLGA8B,ARPP21,USP37,ZNF430,WDTC1,STX3,RBM47,PGD,KRTAP4-2,APOA4,LMX1B,ROPN1,LIX1L,KPNB1,SYT16,RP11-467L19.14,CHST6,SUOX,CBLN4,GCSAML,RAB11FIP5,ZBTB3,NOD1,CD1B,MPRIP,OR13C2,ZNF10,WFDC8,PSG9,DTX3L,SPARC,MAGEE1,IFT74,KDR,SLC5A11,FAM71B,GALNT18,CCDC151,POGZ,HEY2,SAMD9L,ZNF658B,LAMA3,FOCAD,CYP4B1,EGF,CLDN17,MEDAG,PDZRN3,SLC6A9,VCAM1,SH3BP2,RNY4P30,NRP2,OR10H5,MS4A3,DAB2,TOM1L1,E2F7,DDX39B,NRBP1,CPXM1,STATH,AC004837.4,PDPK1,IMPG1,TRPM2,GRM1,GUCA1C,WNT5B,HAS2,APP,NRG3,GAP43,NEIL3,GFI1B,OR2B3,EPB41L1,MAS1L,SH3GL2,SMIM8,B3GALT2,WSCD1,TTC21A,SNX29,PCYT1B,WNK4,NLGN3,LLNLR-249E10.1,TAX1BP1,TFAP2B,SLC38A6,NBPF19,GPR65,GPR32,LINC00458,ANKIB1,ERV3-1,TMEM207,ZDHHC22,ITGA5,ANKS6,CASP8AP2,PDCD6,EIF4G1,RAG1,URB1,CCDC102B,ZCCHC13,ZCCHC11,SLC6A13,APOE,DUSP11,OR6K3,SCN4A,PTAR1,SNRNP48,FUT9,NFATC4,OR51I2,ZNF648,SIMC1,DEFB115,PNMAL1,IGF1R,GAS2L2,CXorf66,FAM114A2,OR6C68,SHISA9,PCDH17,FAM89A,TTC26,SMARCA2,RAB29,ADGRG4,CAMK4,LCT,PLA2G4A,CPVL,ADPRH,ARV1,FGG,RIMS3,HLX,DIO2,PBX4,OFCC1,ESR2,QDPR,RNF43,ETHE1,ZNF385D,ZIC1,OR2J3,ZFP90,TSHB,EPPK1,TUBB2B,GUCA2B,UNC13D,KIFC3,PLEKHA8,OCLM,SEMA3F,CD2,RNU6-389P,NEDD4,NAP1L2,HEPHL1,PDE6B,BACH2,ASCC3,C1orf168,TNFSF12,UBE3C,GALNT2,CACNA1C,OTUD4,SKP2,CDCP1,NLRP1,OR4X1,PSME4,OFD1,ABCA6,XIRP1,MYBPC3,CLCN3,FAM170A,EMILIN3,HAUS6,RALYL,SEMA3E,SCAMP4,ADH4,SPRR3,OR4N4,RAMP2-AS1,MUC15,WNK1,KRTAP4-3,MORC3,ZNF492,L1TD1,GABRB3,SOX6,PPAP2C,PCDH11X,OR6C3,PRMT7,RBAK,KIAA1045,MUTYH,SLITRK4,OGG1,AIM1L,NBEAP1,MUT,GCH1,ARAP2,PADI3,FCRL1,ADA,DTNA,HCG27,BRINP2,OR9G4,TESPA1,MPP6,C20orf166-AS1,USP31,HOMEZ,MSR1,FANCE,TUBB1,SH3BP4,PACSIN3,NPC1L1,TFDP2,ZNF675,KIAA1324L,PLA2R1,PRSS55,SPDYE2,ALDH16A1,FGR,RFX2,SLC38A1,ORC2,SAMD3,ONECUT2,AGTR1,MLH1,PPP3CC,TRBV6-1,HSH2D,TRIM48,MPDZ,TRIP12,SF3B2,CATSPERB,CPED1,GIMAP2,PRICKLE3,MINA,ACD,LRRN2,PHACTR1,ZNF99,BCAS1,ZNF611,FBXW2,FGD3,GLIS3,GGN,USO1,KRTAP24-1,HOXD3,ESRP1,KCNA6,OR5M9,C6orf58,C19orf52,OR2W1,CARD14,COIL,C4orf45,UBE2T,OR9I1,FMR1,UBE3A,CHML,N4BP2,GABRB1,PTGES3,OR7A5,STIM2,FRAS1,PCDH20,GOLGA5,ATP13A4,LY9,LRRK2,COX8C,CDH12,TET1,2-Mar,RGPD3,TMOD3,SLC35B3,NCAPH,IQCF3,PPAN-P2RY11,VEGFC,WNT10A,LRRTM1,COL4A5,BRE,SASH1,HCK,ADNP,OR51D1,SLC2A2,PHF6,RBM6,ABCC4,CCBL1,AHSP,LILRB3,KCNJ4,RIOK2,MAML2,POM121L2,CA2,DDX58,CHID1,OR4N2,COPG2,RP11-76E12.1,SLC22A6,FEZF1,SEMA5B,ZNF621,SLC35G5,RGPD4,VWCE,TGM5,BTBD11,RPIA,ACSF3,CNTNAP3,ZNF17,NFATC2IP,TRPC4AP,OR5M10,CNDP1,TMEM168,HCRTR2,POTEB3,PANX1,ADH1C,MCTP1,AKNA,CNNM2,PRPS2,OCM2,FRZB,OR4K15,ERG,GRM4,RNU6-354P,HIVEP2,CNOT2,CNGB1,OR4M1,KDM5C,PLCB2,TNS3,ZC3H11A,TBX5,SBSN,ADGRE5,SPP2,ADRA2C,HDX,STK11IP,FBXL7,ROBO2,INVS,SPEG,AKAP3,FRG2B,DAK,PDK3,GBP7,CLIP2,PASK,ARHGEF26,CCL5,RNFT2,STAT5B,SH3TC2,C1QC,CCDC144B,ARID4A,SATB2,SPTY2D1,TTYH1,FAM83F,CACNA2D1,COL5A2,TAF7,HECW2,MAGEB10,MTMR8,OLFML3,ANKHD1-EIF4EBP3,TRAV8-2,CLEC4G,OR51G1,FNBP4,OR7C1,ITGA10,RSF1,GJA1,MTCL1,CD8A,CNTFR,EIF3H,GPR75,NFASC,HIST1H3A,LRRIQ1,HOXA3,UMOD,DCAF8L2,AP3S1,KLF8,KRT9,A2ML1,ADAM19,CXCR5,SPNS3,CYP11B2,OR1S2,GRM2,PLEKHB1,HDAC6,FAM86DP,ZFYVE1,PPP1R1A,SLC2A7,LRRC66,MCPH1,KIF12,GRIK1,PSMC4,ADCY10,AKAP17A,TRDN,STH,RAB30,CADM3,ZNF417,OPN4,CACNA2D3,AP4E1,MYO1D,CPA3,CEACAM20,KCNH3,CYP27C1,BEND5,TRPC6,ZPLD1,ALOX12,FAF1,PSMD1,FH,PAX3,TYSND1,TLX1,DUSP12,PLEKHG2,LMTK3,OR4K17,RTP5,CHL1,SECISBP2L,C11orf70,SIRT4,SLC26A10,LINC01555,ITIH2,EPB41L2,MEF2A,CDH17,TSHR,PDLIM3,BIRC5,PRKCQ,P3H3,RAVER2,PROL1,CYP2A6,NBN,QKI,INPPL1,GP6,HSF5,PTK2,ZNF462,ANKRD26,TRPM6,PLAUR,PCDHB14,ABCC3,SYN1,LMOD2,CCDC150,SHROOM3,KRT38,ACTRT1,DGKK,LTBP2,RB1CC1,POLG2,S1PR1,MAPT,KRT81,NRBF2,ACKR3,BCAR3,RAI14,GSDMA,WASF3,ERGIC1,DCUN1D1,CYP4A11,CACNA1D,SPATA31D1,OXSR1,SLC6A2,ZNF527,ACBD4,GPR37,BPIFB4,POLR2C,RP11-85G18.6,NUP85,OR1A1,CD300LB,SNHG23,GON4L,SHD,WNT2,SPATA18,EMX2,PABPC1P2,C1QTNF9,KRTDAP,KLHL40,CNIH3,AGPAT4,CTAGE6,CATSPER1,CERS4,PHOX2B,FOXG1,RCVRN,MICAL1,RP5-1047A19.4,ATG9A,MAP3K14,SMYD1,OPN3,KCNK18,BTG4,MUC19,ITGAX,BAHD1,ELSPBP1,SLC52A3,RP11-693N9.2,ADGRB3,DNAJC5B,UGT1A1,AL132709.5,PDLIM4,OR6C76,RPF1,OR5H2,COL4A2,KDM5A,FAM19A1,PDE8A,OR6N2,EPHA6,ZNF428
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
