gene,name
BSN,V_1332
BSND,V_1333
BSPRY,V_1334
BST1,V_1335
BST2,V_1336
BSX,V_1337
BTAF1,V_1338
BTBD10,V_1339
BTBD11,V_1340
BTBD16,V_1341
BTBD17,V_1342
BTBD2,V_1343
BTBD3,V_1344
BTBD7,V_1345
BTBD8,V_1346
BTBD9,V_1347
BTD,V_1348
BTG4,V_1349
BTK,V_1350
BTLA,V_1351
BTN1A1,V_1352
BTN2A1,V_1353
BTN2A2,V_1354
BTN2A3P,V_1355
BTN3A1,V_1356
BTN3A2,V_1357
BTN3A3,V_1358
BTNL2,V_1359
BTNL3,V_1360
BTNL8,V_1361
BTNL9,V_1362
BTRC,V_1363
BUB1,V_1364
BUB1B,V_1365
BUB3,V_1366
BUD13,V_1367
BUD31,V_1368
BVES,V_1369
BZRAP1,V_1370
BZW2,V_1371
C10orf10,V_1372
C10orf11,V_1373
C10orf12,V_1374
C10orf120,V_1375
C10orf2,V_1376
C10orf53,V_1377
C10orf54,V_1378
C10orf62,V_1379
C10orf71,V_1380
C10orf76,V_1381
C10orf82,V_1382
C10orf90,V_1383
C11orf1,V_1384
C11orf16,V_1385
C11orf24,V_1386
C11orf30,V_1387
C11orf42,V_1388
C11orf53,V_1389
C11orf63,V_1390
C11orf65,V_1391
C11orf70,V_1392
C11orf74,V_1393
C11orf80,V_1394
C11orf84,V_1395
C11orf87,V_1396
C11orf88,V_1397
C12orf4,V_1398
C12orf40,V_1399
C12orf42,V_1400
C12orf5,V_1401
C12orf50,V_1402
C12orf54,V_1403
C12orf66,V_1404
C12orf71,V_1405
C12orf74,V_1406
C14orf105,V_1407
C14orf159,V_1408
C14orf169,V_1409
C14orf177,V_1410
C14orf37,V_1411
C14orf39,V_1412
C14orf93,V_1413
C15orf26,V_1414
C15orf27,V_1415
C15orf39,V_1416
C15orf41,V_1417
C15orf52,V_1418
C15orf53,V_1419
C15orf57,V_1420
C15orf59,V_1421
C16orf46,V_1422
C16orf62,V_1423
C16orf70,V_1424
C16orf71,V_1425
C16orf78,V_1426
C16orf82,V_1427
C16orf91,V_1428
C17orf104,V_1429
C17orf107,V_1430
C17orf47,V_1431
C17orf53,V_1432
C17orf62,V_1433
C17orf64,V_1434
C17orf70,V_1435
C17orf74,V_1436
C17orf75,V_1437
C17orf78,V_1438
C17orf97,V_1439
C18orf54,V_1440
C18orf8,V_1441
C19orf35,V_1442
C19orf44,V_1443
C19orf47,V_1444
C19orf57,V_1445
C19orf73,V_1446
C1GALT1,V_1447
C1GALT1C1,V_1448
C1orf100,V_1449
C1orf101,V_1450
C1orf105,V_1451
C1orf106,V_1452
C1orf110,V_1453
C1orf111,V_1454
C1orf112,V_1455
C1orf116,V_1456
C1orf127,V_1457
C1orf141,V_1458
C1orf158,V_1459
C1orf168,V_1460
C1orf177,V_1461
C1orf186,V_1462
C1orf21,V_1463
C1orf210,V_1464
C1orf43,V_1465
C1orf52,V_1466
C1orf56,V_1467
C1orf61,V_1468
C1orf74,V_1469
C1orf86,V_1470
C1orf87,V_1471
C1orf94,V_1472
C1QA,V_1473
C1QB,V_1474
C1QC,V_1475
C1QL1,V_1476
C1QL2,V_1477
C1QTNF1,V_1478
C1QTNF3,V_1479
C1QTNF6,V_1480
C1QTNF7,V_1481
C1QTNF9B,V_1482
C1R,V_1483
C1RL,V_1484
C1S,V_1485
C2,V_1486
C20orf166-AS1,V_1487
C20orf194,V_1488
C20orf195,V_1489
C20orf196,V_1490
C20orf24,V_1491
C20orf27,V_1492
C20orf85,V_1493
C20orf96,V_1494
C21orf58,V_1495
C22orf15,V_1496
C22orf29,V_1497
C22orf31,V_1498
C22orf42,V_1499
C2CD2,V_1500
C2CD2L,V_1501
C2CD3,V_1502
C2CD5,V_1503
C2orf16,V_1504
C2orf27A,V_1505
C2orf42,V_1506
C2orf43,V_1507
C2orf44,V_1508
C2orf47,V_1509
C2orf48,V_1510
C2orf54,V_1511
C2orf57,V_1512
C2orf61,V_1513
C2orf66,V_1514
C2orf70,V_1515
C2orf71,V_1516
C2orf78,V_1517
C2orf80,V_1518
C2orf83,V_1519
C2orf88,V_1520
C3,V_1521
C3AR1,V_1522
C3orf17,V_1523
C3orf20,V_1524
C3orf30,V_1525
C3orf35,V_1526
C3orf36,V_1527
C3orf38,V_1528
C3orf56,V_1529
C3orf58,V_1530
C3orf62,V_1531
C3orf67,V_1532
C3orf70,V_1533
C3P1,V_1534
C4A,V_1535
C4B,V_1536
C4BPA,V_1537
C4BPB,V_1538
C4orf17,V_1539
C4orf36,V_1540
C4orf50,V_1541
C5,V_1542
C5AR1,V_1543
C5AR2,V_1544
C5orf22,V_1545
C5orf24,V_1546
C5orf28,V_1547
C5orf34,V_1548
C5orf38,V_1549
C5orf42,V_1550
C5orf49,V_1551
C6,V_1552
C6orf10,V_1553
C6orf106,V_1554
C6orf118,V_1555
C6orf15,V_1556
C6orf165,V_1557
C6orf203,V_1558
C6orf222,V_1559
C6orf223,V_1560
C6orf25,V_1561
C6orf58,V_1562
C6orf89,V_1563
C7,V_1564
C7orf25,V_1565
C7orf26,V_1566
C7orf31,V_1567
C7orf33,V_1568
C7orf34,V_1569
C7orf43,V_1570
C7orf55-LUC7L2,V_1571
C7orf57,V_1572
C7orf60,V_1573
C7orf62,V_1574
C7orf65,V_1575
C7orf66,V_1576
C7orf73,V_1577
C8A,V_1578
C8B,V_1579
C8orf22,V_1580
C8orf34,V_1581
C8orf37,V_1582
C8orf46,V_1583
C8orf74,V_1584
C8orf86,V_1585
C9,V_1586
C9orf131,V_1587
C9orf156,V_1588
C9orf170,V_1589
C9orf171,V_1590
C9orf172,V_1591
C9orf24,V_1592
C9orf3,V_1593
C9orf43,V_1594
C9orf64,V_1595
C9orf72,V_1596
C9orf78,V_1597
C9orf84,V_1598
C9orf9,V_1599
C9orf91,V_1600
CA1,V_1601
CA10,V_1602
CA11,V_1603
CA12,V_1604
CA13,V_1605
CA14,V_1606
CA2,V_1607
CA3,V_1608
CA4,V_1609
CA5A,V_1610
CA6,V_1611
CA7,V_1612
CA8,V_1613
CA9,V_1614
CAB39,V_1615
CABIN1,V_1616
CABLES1,V_1617
CABLES2,V_1618
CABP1,V_1619
CABP2,V_1620
CABP4,V_1621
CABP5,V_1622
CABS1,V_1623
CABYR,V_1624
CACHD1,V_1625
CACNA1A,V_1626
CACNA1B,V_1627
CACNA1C,V_1628
CACNA1D,V_1629
CACNA1E,V_1630
CACNA1F,V_1631
CACNA1G,V_1632
CACNA1H,V_1633
CACNA1I,V_1634
CACNA1S,V_1635
CACNA2D1,V_1636
CACNA2D2,V_1637
CACNA2D3,V_1638
CACNA2D4,V_1639
CACNB1,V_1640
CACNB2,V_1641
CACNB3,V_1642
CACNB4,V_1643
CACNG2,V_1644
CACNG3,V_1645
CACNG4,V_1646
CACNG5,V_1647
CACNG6,V_1648
CACNG7,V_1649
CACNG8,V_1650
CACUL1,V_1651
CACYBP,V_1652
CAD,V_1653
CADM1,V_1654
CADM2,V_1655
CADM3,V_1656
CADPS,V_1657
CADPS2,V_1658
CAGE1,V_1659
CALB1,V_1660
CALB2,V_1661
CALCA,V_1662
CALCOCO1,V_1663
CALCOCO2,V_1664
CALCR,V_1665
CALCRL,V_1666
CALD1,V_1667
CALHM1,V_1668
CALHM2,V_1669
CALML3,V_1670
CALML5,V_1671
CALN1,V_1672
CALR,V_1673
CALR3,V_1674
CAMK1,V_1675
CAMK1D,V_1676
CAMK1G,V_1677
CAMK2A,V_1678
CAMK2B,V_1679
CAMK2D,V_1680
CAMK2G,V_1681
CAMK2N1,V_1682
CAMK4,V_1683
CAMKK1,V_1684
CAMKK2,V_1685
CAMKV,V_1686
CAMLG,V_1687
CAMP,V_1688
CAMSAP1,V_1689
CAMSAP2,V_1690
CAMSAP3,V_1691
CAMTA1,V_1692
CAMTA2,V_1693
CAND1,V_1694
CAND2,V_1695
CANT1,V_1696
CANX,V_1697
CAP2,V_1698
CAPG,V_1699
CAPN1,V_1700
CAPN10,V_1701
CAPN11,V_1702
CAPN12,V_1703
CAPN13,V_1704
CAPN15,V_1705
CAPN2,V_1706
CAPN3,V_1707
CAPN5,V_1708
CAPN6,V_1709
CAPN7,V_1710
CAPN9,V_1711
CAPNS1,V_1712
CAPRIN1,V_1713
CAPRIN2,V_1714
CAPS,V_1715
CAPS2,V_1716
CAPSL,V_1717
CAPZA1,V_1718
CAPZA2,V_1719
CAPZA3,V_1720
CARD10,V_1721
CARD11,V_1722
CARD14,V_1723
CARD18,V_1724
CARD6,V_1725
CARD8,V_1726
CARD9,V_1727
CARF,V_1728
CARKD,V_1729
CARNS1,V_1730
CARS,V_1731
CARS2,V_1732
CASC1,V_1733
CASC3,V_1734
CASC4,V_1735
CASC5,V_1736
CASD1,V_1737
CASK,V_1738
CASKIN1,V_1739
CASKIN2,V_1740
CASP1,V_1741
CASP10,V_1742
CASP14,V_1743
CASP2,V_1744
CASP3,V_1745
CASP4,V_1746
CASP5,V_1747
CASP6,V_1748
CASP7,V_1749
CASP8,V_1750
CASP8AP2,V_1751
CASP9,V_1752
CASQ1,V_1753
CASQ2,V_1754
CASR,V_1755
CASS4,V_1756
CAST,V_1757
CASZ1,V_1758
CAT,V_1759
CATSPER1,V_1760
CATSPER2,V_1761
CATSPER3,V_1762
CATSPER4,V_1763
CATSPERB,V_1764
CATSPERD,V_1765
CATSPERG,V_1766
CAV1,V_1767
CAV3,V_1768
CBFA2T2,V_1769
CBFA2T3,V_1770
CBFB,V_1771
CBL,V_1772
CBLB,V_1773
CBLL1,V_1774
CBLN1,V_1775
CBLN2,V_1776
CBLN4,V_1777
CBWD1,V_1778
CBWD2,V_1779
CBWD5,V_1780
CBX2,V_1781
CBX4,V_1782
CBX5,V_1783
CC2D1A,V_1784
CC2D1B,V_1785
CC2D2A,V_1786
CC2D2B,V_1787
CCAR1,V_1788
CCAR2,V_1789
CCBE1,V_1790
CCBL1,V_1791
CCBL2,V_1792
CCDC101,V_1793
CCDC102A,V_1794
CCDC102B,V_1795
CCDC103,V_1796
CCDC105,V_1797
CCDC108,V_1798
CCDC110,V_1799
CCDC112,V_1800
CCDC114,V_1801
CCDC116,V_1802
CCDC120,V_1803
CCDC121,V_1804
CCDC125,V_1805
CCDC127,V_1806
CCDC129,V_1807
CCDC13,V_1808
CCDC132,V_1809
CCDC136,V_1810
CCDC138,V_1811
CCDC14,V_1812
CCDC141,V_1813
CCDC142,V_1814
CCDC144A,V_1815
CCDC144B,V_1816
CCDC144CP,V_1817
CCDC144NL-AS1,V_1818
CCDC146,V_1819
CCDC148,V_1820
CCDC149,V_1821
CCDC15,V_1822
CCDC150,V_1823
CCDC151,V_1824
CCDC155,V_1825
CCDC157,V_1826
CCDC158,V_1827
CCDC170,V_1828
CCDC171,V_1829
CCDC172,V_1830
CCDC173,V_1831
CCDC176,V_1832
CCDC178,V_1833
CCDC18,V_1834
CCDC180,V_1835
CCDC181,V_1836
CCDC183,V_1837
CCDC184,V_1838
CCDC185,V_1839
CCDC186,V_1840
CCDC22,V_1841
CCDC24,V_1842
CCDC27,V_1843
CCDC28A,V_1844
CCDC30,V_1845
CCDC33,V_1846
CCDC34,V_1847
CCDC36,V_1848
CCDC37,V_1849
CCDC38,V_1850
CCDC39,V_1851
CCDC40,V_1852
CCDC42,V_1853
CCDC50,V_1854
CCDC51,V_1855
CCDC54,V_1856
CCDC57,V_1857
CCDC59,V_1858
CCDC6,V_1859
CCDC60,V_1860
CCDC62,V_1861
CCDC63,V_1862
CCDC64,V_1863
CCDC65,V_1864
CCDC66,V_1865
CCDC67,V_1866
CCDC68,V_1867
CCDC7,V_1868
CCDC70,V_1869
CCDC73,V_1870
CCDC74A,V_1871
CCDC74B,V_1872
CCDC77,V_1873
CCDC78,V_1874
CCDC8,V_1875
CCDC80,V_1876
CCDC81,V_1877
CCDC83,V_1878
CCDC84,V_1879
CCDC85A,V_1880
CCDC86,V_1881
CCDC87,V_1882
CCDC88A,V_1883
CCDC88B,V_1884
CCDC88C,V_1885
CCDC89,V_1886
CCDC9,V_1887
CCDC90B,V_1888
CCDC91,V_1889
CCDC92,V_1890
CCDC93,V_1891
CCDC94,V_1892
CCDC96,V_1893
CCDC97,V_1894
CCER1,V_1895
CCHCR1,V_1896
CCIN,V_1897
CCK,V_1898
CCKAR,V_1899
CCKBR,V_1900
CCL11,V_1901
CCL13,V_1902
CCL14,V_1903
CCL17,V_1904
CCL20,V_1905
CCL28,V_1906
CCL3,V_1907
CCL3L3,V_1908
CCL4,V_1909
CCL4L1,V_1910
CCL7,V_1911
CCM2,V_1912
CCM2L,V_1913
CCNA1,V_1914
CCNA2,V_1915
CCNB1,V_1916
CCNB3,V_1917
CCND1,V_1918
CCND2,V_1919
CCNDBP1,V_1920
CCNE1,V_1921
CCNF,V_1922
CCNH,V_1923
CCNI,V_1924
CCNJL,V_1925
CCNL1,V_1926
CCNL2,V_1927
CCNO,V_1928
CCNT1,V_1929
CCNT2,V_1930
CCNY,V_1931
CCNYL1,V_1932
CCP110,V_1933
CCPG1,V_1934
CCR1,V_1935
CCR10,V_1936
CCR2,V_1937
CCR3,V_1938
CCR4,V_1939
CCR5,V_1940
CCR6,V_1941
CCR7,V_1942
CCR8,V_1943
CCR9,V_1944
CCSER1,V_1945
CCSER2,V_1946
CCT2,V_1947
CCT3,V_1948
CCT4,V_1949
CCT5,V_1950
CCT6A,V_1951
CCT6B,V_1952
CCT7,V_1953
CCT8,V_1954
CCT8L2,V_1955
CD101,V_1956
CD109,V_1957
CD14,V_1958
CD151,V_1959
CD163,V_1960
CD163L1,V_1961
CD164,V_1962
CD177,V_1963
CD180,V_1964
CD19,V_1965
CD1A,V_1966
CD1B,V_1967
CD1C,V_1968
CD1D,V_1969
CD1E,V_1970
CD2,V_1971
CD200,V_1972
CD200R1,V_1973
CD200R1L,V_1974
CD207,V_1975
CD209,V_1976
CD22,V_1977
CD226,V_1978
CD244,V_1979
CD247,V_1980
CD248,V_1981
CD276,V_1982
CD28,V_1983
CD2AP,V_1984
CD2BP2,V_1985
CD300A,V_1986
CD300C,V_1987
CD300E,V_1988
CD300LB,V_1989
CD300LD,V_1990
CD300LG,V_1991
CD33,V_1992
CD34,V_1993
CD36,V_1994
CD37,V_1995
CD38,V_1996
CD3EAP,V_1997
CD4,V_1998
CD40,V_1999
CD40LG,V_2000
CD44,V_2001
CD46,V_2002
CD47,V_2003
CD48,V_2004
CD5,V_2005
CD53,V_2006
CD55,V_2007
CD58,V_2008
CD5L,V_2009
CD6,V_2010
CD68,V_2011
CD69,V_2012
CD7,V_2013
CD70,V_2014
CD72,V_2015
CD80,V_2016
CD82,V_2017
CD83,V_2018
CD84,V_2019
CD86,V_2020
CD8A,V_2021
CD8B,V_2022
CD9,V_2023
CD93,V_2024
CD96,V_2025
CD99L2,V_2026
CDADC1,V_2027
CDAN1,V_2028
CDC123,V_2029
CDC14A,V_2030
CDC14C,V_2031
CDC16,V_2032
CDC20,V_2033
CDC20B,V_2034
CDC23,V_2035
CDC25A,V_2036
CDC25B,V_2037
CDC25C,V_2038
CDC27,V_2039
CDC37,V_2040
CDC40,V_2041
CDC42,V_2042
CDC42BPA,V_2043
CDC42BPB,V_2044
CDC42BPG,V_2045
CDC42EP3,V_2046
CDC42EP4,V_2047
CDC45,V_2048
CDC5L,V_2049
CDC6,V_2050
CDC7,V_2051
CDC73,V_2052
CDCA2,V_2053
CDCA3,V_2054
CDCA7,V_2055
CDCA7L,V_2056
CDCA8,V_2057
CDCP1,V_2058
CDCP2,V_2059
CDH1,V_2060
CDH10,V_2061
CDH11,V_2062
CDH12,V_2063
CDH13,V_2064
CDH15,V_2065
CDH16,V_2066
CDH17,V_2067
CDH18,V_2068
CDH19,V_2069
CDH2,V_2070
CDH20,V_2071
CDH22,V_2072
CDH23,V_2073
CDH24,V_2074
CDH26,V_2075
CDH3,V_2076
CDH4,V_2077
CDH5,V_2078
CDH6,V_2079
CDH7,V_2080
CDH8,V_2081
CDH9,V_2082
CDHR1,V_2083
CDHR2,V_2084
CDHR3,V_2085
CDHR5,V_2086
CDK10,V_2087
CDK11A,V_2088
CDK12,V_2089
CDK13,V_2090
CDK14,V_2091
CDK15,V_2092
CDK17,V_2093
CDK18,V_2094
CDK19,V_2095
CDK2,V_2096
CDK3,V_2097
CDK5R2,V_2098
CDK5RAP1,V_2099
CDK5RAP2,V_2100
CDK5RAP3,V_2101
CDK6,V_2102
CDK8,V_2103
CDK9,V_2104
CDKAL1,V_2105
CDKL1,V_2106
CDKL2,V_2107
CDKL3,V_2108
CDKL4,V_2109
CDKL5,V_2110
CDKN1B,V_2111
CDKN2A,V_2112
CDKN2AIP,V_2113
CDKN2B,V_2114
CDO1,V_2115
CDON,V_2116
CDR1,V_2117
CDR2,V_2118
CDRT1,V_2119
CDRT15,V_2120
CDS1,V_2121
CDS2,V_2122
CDT1,V_2123
CDV3,V_2124
CDX2,V_2125
CDX4,V_2126
CDYL,V_2127
CDYL2,V_2128
CEACAM1,V_2129
CEACAM16,V_2130
CEACAM18,V_2131
CEACAM19,V_2132
CEACAM20,V_2133
CEACAM21,V_2134
CEACAM3,V_2135
CEACAM4,V_2136
CEACAM5,V_2137
CEACAM7,V_2138
CEACAM8,V_2139
CEBPE,V_2140
CEBPZ,V_2141
CECR1,V_2142
CECR2,V_2143
CECR5,V_2144
CEL,V_2145
CELA1,V_2146
CELA2A,V_2147
CELA2B,V_2148
CELA3A,V_2149
CELA3B,V_2150
CELF1,V_2151
CELF2,V_2152
CELF3,V_2153
CELF4,V_2154
CELF5,V_2155
CELF6,V_2156
CELSR1,V_2157
CELSR2,V_2158
CELSR3,V_2159
CEMIP,V_2160
CENPB,V_2161
CENPC,V_2162
CENPE,V_2163
CENPF,V_2164
CENPH,V_2165
CENPI,V_2166
CENPJ,V_2167
CENPK,V_2168
CENPL,V_2169
CENPM,V_2170
CENPN,V_2171
CENPO,V_2172
CENPP,V_2173
CENPT,V_2174
CENPU,V_2175
CEP104,V_2176
CEP112,V_2177
CEP120,V_2178
CEP126,V_2179
CEP128,V_2180
CEP131,V_2181
CEP135,V_2182
CEP152,V_2183
CEP162,V_2184
CEP164,V_2185
CEP170,V_2186
CEP170B,V_2187
CEP170P1,V_2188
CEP19,V_2189
CEP192,V_2190
CEP250,V_2191
CEP290,V_2192
CEP295,V_2193
CEP350,V_2194
CEP44,V_2195
CEP55,V_2196
CEP57,V_2197
CEP57L1,V_2198
CEP63,V_2199
CEP70,V_2200
CEP72,V_2201
CEP76,V_2202
CEP78,V_2203
CEP83,V_2204
CEP85,V_2205
CEP85L,V_2206
CEP89,V_2207
CEP95,V_2208
CEP97,V_2209
CER1,V_2210
CERCAM,V_2211
CERK,V_2212
CERKL,V_2213
CERS2,V_2214
CERS3,V_2215
CERS4,V_2216
CERS5,V_2217
CERS6,V_2218
CES1,V_2219
CES2,V_2220
CES3,V_2221
CES4A,V_2222
CES5A,V_2223
CETN1,V_2224
CETN2,V_2225
CETN3,V_2226
CETP,V_2227
CFAP221,V_2228
CFAP36,V_2229
CFAP43,V_2230
CFAP44,V_2231
CFAP45,V_2232
CFAP46,V_2233
CFAP47,V_2234
CFAP52,V_2235
CFAP53,V_2236
CFAP54,V_2237
CFAP57,V_2238
CFAP58,V_2239
CFAP61,V_2240
CFAP69,V_2241
CFAP70,V_2242
CFAP74,V_2243
CFC1,V_2244
CFDP1,V_2245
CFH,V_2246
CFHR1,V_2247
CFHR2,V_2248
CFHR3,V_2249
CFHR4,V_2250
CFHR5,V_2251
CFI,V_2252
CFLAR,V_2253
CFP,V_2254
CFTR,V_2255
CGA,V_2256
CGB1,V_2257
CGB2,V_2258
CGB5,V_2259
CGB7,V_2260
CGN,V_2261
CGNL1,V_2262
CGREF1,V_2263
CGRRF1,V_2264
CH17-140K24.8,V_2265
CHAD,V_2266
CHAF1A,V_2267
CHAF1B,V_2268
CHAMP1,V_2269
CHAT,V_2270
CHCHD2,V_2271
CHCHD2P9,V_2272
CHCHD3,V_2273
CHD1,V_2274
CHD1L,V_2275
CHD2,V_2276
CHD3,V_2277
CHD4,V_2278
CHD5,V_2279
CHD6,V_2280
CHD7,V_2281
CHD8,V_2282
CHD9,V_2283
CHDH,V_2284
CHEK1,V_2285
CHEK2,V_2286
CHEK2P2,V_2287
CHERP,V_2288
CHFR,V_2289
CHGB,V_2290
CHI3L1,V_2291
CHI3L2,V_2292
CHIA,V_2293
CHIAP2,V_2294
CHIC2,V_2295
CHID1,V_2296
CHIT1,V_2297
CHKA,V_2298
CHKB,V_2299
CHL1,V_2300
CHM,V_2301
CHML,V_2302
CHMP1A,V_2303
CHMP2B,V_2304
CHMP3,V_2305
CHMP4C,V_2306
CHMP7,V_2307
CHN1,V_2308
CHN2,V_2309
CHODL,V_2310
CHORDC1,V_2311
CHP2,V_2312
CHPF,V_2313
CHPF2,V_2314
CHPT1,V_2315
CHRD,V_2316
CHRDL1,V_2317
CHRDL2,V_2318
CHRFAM7A,V_2319
CHRM1,V_2320
CHRM2,V_2321
CHRM3,V_2322
CHRM4,V_2323
CHRM5,V_2324
CHRNA1,V_2325
CHRNA10,V_2326
CHRNA2,V_2327
CHRNA3,V_2328
CHRNA4,V_2329
CHRNA6,V_2330
CHRNA7,V_2331
CHRNA9,V_2332
CHRNB1,V_2333
CHRNB2,V_2334
CHRNB3,V_2335
CHRNB4,V_2336
CHRND,V_2337
CHRNE,V_2338
CHRNG,V_2339
CHST1,V_2340
CHST10,V_2341
CHST11,V_2342
CHST12,V_2343
CHST13,V_2344
CHST14,V_2345
CHST15,V_2346
CHST2,V_2347
CHST4,V_2348
CHST5,V_2349
CHST6,V_2350
CHST8,V_2351
CHST9,V_2352
CHSY1,V_2353
CHSY3,V_2354
CHTF18,V_2355
CHTOP,V_2356
CHUK,V_2357
CIAPIN1,V_2358
CIART,V_2359
CIB3,V_2360
CIB4,V_2361
CIC,V_2362
CIDEA,V_2363
CIDEC,V_2364
CIITA,V_2365
CILP,V_2366
CILP2,V_2367
CIR1,V_2368
CIRBP,V_2369
CIRH1A,V_2370
CIT,V_2371
CITED1,V_2372
CITED2,V_2373
CIZ1,V_2374
CKAP2,V_2375
CKAP2L,V_2376
CKAP4,V_2377
CKAP5,V_2378
CKM,V_2379
CKMT1A,V_2380
CKMT2,V_2381
CLASP1,V_2382
CLASP2,V_2383
CLASRP,V_2384
CLCA1,V_2385
CLCA2,V_2386
CLCA4,V_2387
CLCN1,V_2388
CLCN2,V_2389
CLCN3,V_2390
CLCN3P1,V_2391
CLCN4,V_2392
CLCN5,V_2393
CLCN6,V_2394
CLCN7,V_2395
CLCNKA,V_2396
CLCNKB,V_2397
CLDN10,V_2398
CLDN12,V_2399
CLDN14,V_2400
CLDN16,V_2401
CLDN17,V_2402
CLDN18,V_2403
CLDN19,V_2404
CLDN2,V_2405
CLDN25,V_2406
CLDN4,V_2407
CLDN6,V_2408
CLDN7,V_2409
CLDN8,V_2410
CLDN9,V_2411
CLDND1,V_2412
CLEC10A,V_2413
CLEC11A,V_2414
CLEC12A,V_2415
CLEC12B,V_2416
CLEC14A,V_2417
CLEC16A,V_2418
CLEC17A,V_2419
CLEC18B,V_2420
CLEC1A,V_2421
CLEC1B,V_2422
CLEC2D,V_2423
CLEC3A,V_2424
CLEC4A,V_2425
CLEC4C,V_2426
CLEC4D,V_2427
CLEC4E,V_2428
CLEC4F,V_2429
CLEC4G,V_2430
CLEC4M,V_2431
CLEC6A,V_2432
CLEC7A,V_2433
CLEC9A,V_2434
CLHC1,V_2435
CLIC2,V_2436
CLIC5,V_2437
CLIC6,V_2438
CLINT1,V_2439
CLIP1,V_2440
CLIP2,V_2441
CLIP3,V_2442
CLIP4,V_2443
CLK1,V_2444
CLK2,V_2445
CLK2P1,V_2446
CLK3,V_2447
CLK4,V_2448
CLMN,V_2449
CLMP,V_2450
CLN3,V_2451
CLN5,V_2452
CLN8,V_2453
CLNK,V_2454
CLOCK,V_2455
CLP1,V_2456
CLPB,V_2457
CLPTM1,V_2458
CLPTM1L,V_2459
CLPX,V_2460
CLRN1,V_2461
CLRN2,V_2462
CLSPN,V_2463
CLSTN1,V_2464
CLSTN2,V_2465
CLSTN3,V_2466
CLTC,V_2467
CLTCL1,V_2468
CLU,V_2469
CLUAP1,V_2470
CLUH,V_2471
CLUL1,V_2472
CLVS1,V_2473
CLVS2,V_2474
CLYBL,V_2475
CMA1,V_2476
CMBL,V_2477
CMIP,V_2478
CMKLR1,V_2479
CMPK2,V_2480
CMSS1,V_2481
CMTM5,V_2482
CMTR1,V_2483
CMTR2,V_2484
CMYA5,V_2485
CNBD1,V_2486
CNBD2,V_2487
CNDP1,V_2488
CNDP2,V_2489
CNGA1,V_2490
CNGA2,V_2491
CNGA3,V_2492
CNGA4,V_2493
CNGB1,V_2494
CNGB3,V_2495
CNIH2,V_2496
CNIH3,V_2497
CNKSR1,V_2498
CNKSR2,V_2499
CNKSR3,V_2500
CNN1,V_2501
CNN2,V_2502
CNNM1,V_2503
CNNM2,V_2504
CNNM3,V_2505
CNNM4,V_2506
CNOT1,V_2507
CNOT10,V_2508
CNOT11,V_2509
CNOT2,V_2510
CNOT3,V_2511
CNOT4,V_2512
CNOT6,V_2513
CNOT6L,V_2514
CNOT8,V_2515
CNPY4,V_2516
CNR1,V_2517
CNR2,V_2518
CNRIP1,V_2519
CNST,V_2520
CNTD1,V_2521
CNTF,V_2522
CNTFR,V_2523
CNTLN,V_2524
CNTN1,V_2525
CNTN2,V_2526
CNTN3,V_2527
CNTN4,V_2528
CNTN5,V_2529
CNTN6,V_2530
CNTNAP1,V_2531
CNTNAP2,V_2532
CNTNAP3,V_2533
CNTNAP3P2,V_2534
CNTNAP4,V_2535
CNTNAP5,V_2536
CNTRL,V_2537
CNTROB,V_2538
COA4,V_2539
COA7,V_2540
COASY,V_2541
COBL,V_2542
COBLL1,V_2543
COCH,V_2544
COG1,V_2545
COG2,V_2546
COG3,V_2547
COG4,V_2548
COG5,V_2549
COG6,V_2550
COG7,V_2551
COG8,V_2552
COIL,V_2553
COL10A1,V_2554
COL11A1,V_2555
COL11A2,V_2556
COL12A1,V_2557
COL13A1,V_2558
COL14A1,V_2559
COL15A1,V_2560
COL16A1,V_2561
COL17A1,V_2562
COL18A1,V_2563
COL19A1,V_2564
COL1A1,V_2565
COL1A2,V_2566
COL20A1,V_2567
COL21A1,V_2568
COL22A1,V_2569
COL23A1,V_2570
COL24A1,V_2571
COL25A1,V_2572
COL26A1,V_2573
COL27A1,V_2574
COL28A1,V_2575
COL2A1,V_2576
COL3A1,V_2577
COL4A1,V_2578
COL4A2,V_2579
COL4A3,V_2580
COL4A3BP,V_2581
COL4A4,V_2582
COL4A5,V_2583
COL4A6,V_2584
COL5A1,V_2585
COL5A2,V_2586
COL5A3,V_2587
COL6A1,V_2588
COL6A2,V_2589
COL6A3,V_2590
COL6A5,V_2591
COL6A6,V_2592
COL7A1,V_2593
COL8A1,V_2594
COL8A2,V_2595
COL9A1,V_2596
COL9A2,V_2597
COL9A3,V_2598
COLCA2,V_2599
COLEC10,V_2600
COLEC11,V_2601
COLEC12,V_2602
COLGALT1,V_2603
COLGALT2,V_2604
COLQ,V_2605
COMMD1,V_2606
COMMD7,V_2607
COMMD9,V_2608
COMP,V_2609
COPA,V_2610
COPB1,V_2611
COPB2,V_2612
COPE,V_2613
COPG1,V_2614
COPG2,V_2615
COPS2,V_2616
COPS3,V_2617
COPS4,V_2618
COPS5,V_2619
COPS6,V_2620
COPS7A,V_2621
COPS7B,V_2622
COPS8,V_2623
COPZ2,V_2624
COQ10A,V_2625
COQ3,V_2626
COQ4,V_2627
COQ5,V_2628
COQ6,V_2629
COQ7,V_2630
COQ9,V_2631
CORIN,V_2632
CORO1A,V_2633
